직업코드,직업명,직업전망_텍스트,전망점수,주요전공계열,주요학력수준,학력_고졸이하비율,학력_전문대졸비율,학력_대졸이상비율,학력점수,유사직업명_합산,대분류명,중분류명,평균구인배율,평균부족률,중위임금,하위임금,월평균임금_천원,신입임금_천원,상위25_임금_천원,중위_임금_천원,하위25_임금_천원,졸업전취업률,3개월이내취업률,전직가능직무명,취업률_1년,취업률_1년이상,취업률_3개월,취업률_6개월,취업률_졸업전
301108,소아과 의사,"향후 5년간 소아과 의사의 고용은 다소 감소할 것으로 전망된다. 의사는 2013년 90,710명으로 2008년 대비 20% 증가하였다. 전국 36개 의대(의학전문대학원)졸업 후 신규로 약 3,000명 의사면허를 취득하여 전체 의사면허 취득자는 2004년 81,998명에서 2012년 107,295명으로 31% 증가하였다.
소득상승, 의료기술 발달, 인구 고령화, 건강/생명중시 의식개선, 건강보험 발전 등이 우리나라 의료서비스 수요 및 의사수요를 증가시키는 주요 요인이다. 의료기술의 발달로 정복되는 질병의 폭이 넓어지고 있고, 인구고령화로 의료서비스에 의존하는 인구비중이 높아지고 있으며, 과거 육체적 질병 치료위주에서 예방, 내면 심리치료, 외모 충족욕구, 재활 등의 사전 예방적이고 포괄적인 의료서비스 수요가 증대되어 의사수요도 지속적으로 확대될 것이다. 향후 의료수요와 관련해 가장 큰 변화는 우리나라가 2018년 고령사회(65세 이상 비중 14%이상)에 2026년 초고령사회(65세 이상 비중 20%이상)에 진입한다는 점이다. 다만 소아과의사의 경우 저출산의 문제로 소아과 환자인 영유아의 수가 줄어들고 있어 앞으로 전반적으로 일자리 부문에서는 고용 감소가 예상된다.",2,의학,대학원졸,0.0,0.0,1.0,5.03,,보건·의료직,,0.22,2.5,,,,,,,,,,,,,,,
301109,방사선과의사,"향후 5년간 방사선과의사의 고용은 다소 증가할 것으로 전망된다. 의사는 2013년 90,710명으로 2008년 대비 20% 증가하였다. 전국 36개 의대(의학전문대학원)졸업 후 신규로 약 3,000명 의사면허를 취득하여 전체 의사면허 취득자는 2004년 81,998명에서 2012년 107,295명으로 31% 증가하였다.
소득상승, 의료기술 발달, 인구 고령화, 건강/생명중시 의식개선, 건강보험 발전 등이 우리나라 의료서비스 수요 및 의사수요를 증가시키는 주요 요인이다. 의료기술의 발달로 정복되는 질병의 폭이 넓어지고 있고, 인구고령화로 의료서비스에 의존하는 인구비중이 높아지고 있으며, 과거 육체적 질병 치료위주에서 예방, 내면 심리치료, 외모 충족욕구, 재활 등의 사전 예방적이고 포괄적인 의료서비스 수요가 증대되어 의사수요도 지속적으로 확대될 것이다. 향후 의료수요와 관련해 가장 큰 변화는 우리나라가 2018년 고령사회(65세 이상 비중 14%이상)에 2026년 초고령사회(65세 이상 비중 20%이상)에 진입한다는 점이다. 다음으로 우리나라의 발달된 의료기술과 의료서비스 수준도 국내는 물론 한류문화와 함께 동아시아를 중심으로 하는 해외로부터의 의료수요 및 의사수요를 증대시키는 촉진제 역할을 할 것으로 전망된다. 국내로 입국하는 의료수요 뿐만 아니라 최근 우리나라 의료기술의 선진화로 국내 병원과 의사가 중국, 미국, 중앙아시아 및 중동 등 해외로 진출하는 사례도 늘고 있다.",4,의학,대졸,0.0,0.0,1.0,4.63,,보건·의료직,보건·의료직,0.22,2.5,,,,,,,,,,,,,,,
301301,한의사,"향후 5년간 한의사의 고용은 현 상태를 유지할 전망이다. 인구의 고령화, 생명 및 건강 중시 의식변화 등 보건의료 환경의 변화로 질병의 치료보다는 질병예방·건강증진·건강보호·재활 등 사전 예방적이고 포괄적인 보건의료 서비스에 대한 수요가 증가하고 있다. 특히 웰빙 문화에 대한 관심도 높아져 아토피, 비만, 산후부종, 스트레스 감소 등을 위한 자연주의 치료방법이 각광받게 되었고, 이는 한의학 수요증대로 나타나고 있다. 또한, 의료비 경감을 위한 한약의 보험범위 확대와 휴대 및 복용을 간소화하기 위한 한약제제(정제캡슐) 개발 등 한의학의 대중화가 이뤄지고 있어 한방 의료의 수요 증대가 기대된다.
지난 몇 년간 한의원의 수는 지속적으로 증가하여 2004년 9,196개소에서 2012년 12,440개소로 약 35.3% 증가하였다. 또한 한의학 건강보험 적용확대, 한의 임상센터 설치 등도 함께 추진되어 한의업의 시장 및 업무영역이 확대되는 추세이다.
하지만 일반 병원 등 일반 의료서비스가 대중화되어 있는 상태에서 한의원이 경쟁시장에서 살아남기 어려운 점은 한의원의 증가세 및 시장 확대에 부정적인 영향을 미쳐 고용 부문은 현 상태를 유지할 것으로 전망된다.",5,의학,대졸,0.0,0.0,1.0,4.68,,보건·의료직,보건·의료직,0.22,2.5,,,,,14000,9324,8000,,,,,,,,
301110,마취병리과 의사,"향후 5년간 마취병리과 의사의 고용은 다소 증가할 것으로 전망된다. 의사는 2013년 90,710명으로 2008년 대비 20% 증가하였다. 전국 36개 의대(의학전문대학원)졸업 후 신규로 약 3,000명 의사면허를 취득하여 전체 의사면허 취득자는 2004년 81,998명에서 2012년 107,295명으로 31% 증가하였다.
소득상승, 의료기술 발달, 인구 고령화, 건강/생명중시 의식개선, 건강보험 발전 등이 우리나라 의료서비스 수요 및 의사수요를 증가시키는 주요 요인이다. 의료기술의 발달로 정복되는 질병의 폭이 넓어지고 있고, 인구고령화로 의료서비스에 의존하는 인구비중이 높아지고 있으며, 과거 육체적 질병 치료위주에서 예방, 내면 심리치료, 외모 충족욕구, 재활 등의 사전 예방적이고 포괄적인 의료서비스 수요가 증대되어 의사수요도 지속적으로 확대될 것이다. 향후 의료수요와 관련해 가장 큰 변화는 우리나라가 2018년 고령사회(65세 이상 비중 14%이상)에 2026년 초고령사회(65세 이상 비중 20%이상)에 진입한다는 점이다. 다음으로 우리나라의 발달된 의료기술과 의료서비스 수준도 국내는 물론 한류문화와 함께 동아시아를 중심으로 하는 해외로부터의 의료수요 및 의사수요를 증대시키는 촉진제 역할을 할 것으로 전망된다. 국내로 입국하는 의료수요 뿐만 아니라 최근 우리나라 의료기술의 선진화로 국내 병원과 의사가 중국, 미국, 중앙아시아 및 중동 등 해외로 진출하는 사례도 늘고 있다.",4,의학,대학원졸,0.0,0.0,1.0,5.0,,보건·의료직,,0.22,2.5,,,,,,,,,,,,,,,
301111,비뇨기과의사,"향후 5년간 비뇨기과의사의 고용은 다소 증가하거나 현 상태를 유지할 것으로 전망된다. 의사는 2013년 90,710명으로 2008년 대비 20% 증가하였다. 전국 36개 의대(의학전문대학원)졸업 후 신규로 약 3,000명 의사면허를 취득하여 전체 의사면허 취득자는 2004년 81,998명에서 2012년 107,295명으로 31% 증가하였다.
소득상승, 의료기술 발달, 인구 고령화, 건강/생명중시 의식개선, 건강보험 발전 등이 우리나라 의료서비스 수요 및 의사수요를 증가시키는 주요 요인이다. 의료기술의 발달로 정복되는 질병의 폭이 넓어지고 있고, 인구고령화로 의료서비스에 의존하는 인구비중이 높아지고 있으며, 과거 육체적 질병 치료위주에서 예방, 내면 심리치료, 외모 충족욕구, 재활 등의 사전 예방적이고 포괄적인 의료서비스 수요가 증대되어 의사수요도 지속적으로 확대될 것이다. 향후 의료수요와 관련해 가장 큰 변화는 우리나라가 2018년 고령사회(65세 이상 비중 14%이상)에 2026년 초고령사회(65세 이상 비중 20%이상)에 진입한다는 점이다. 다음으로 우리나라의 발달된 의료기술과 의료서비스 수준도 국내는 물론 한류문화와 함께 동아시아를 중심으로 하는 해외로부터의 의료수요 및 의사수요를 증대시키는 촉진제 역할을 할 것으로 전망된다. 국내로 입국하는 의료수요 뿐만 아니라 최근 우리나라 의료기술의 선진화로 국내 병원과 의사가 중국, 미국, 중앙아시아 및 중동 등 해외로 진출하는 사례도 늘고 있다.",4,의학,대졸,0.0,0.0,1.0,4.53,,보건·의료직,보건·의료직,0.22,2.5,,,,,,,,,,,,,,,
301112,피부과 의사,"향후 5년간 피부과 의사의 고용은 다소 증가할 것으로 전망된다. 의사는 2013년 90,710명으로 2008년 대비 20% 증가하였다. 전국 36개 의대(의학전문대학원)졸업 후 신규로 약 3,000명 의사면허를 취득하여 전체 의사면허 취득자는 2004년 81,998명에서 2012년 107,295명으로 31% 증가하였다.
소득상승, 의료기술 발달, 인구 고령화, 건강·생명중시 의식개선, 건강보험 발전 등이 우리나라 의료서비스 수요 및 의사수요를 증가시키는 주요 요인이다. 의료기술의 발달로 정복되는 질병의 폭이 넓어지고 있고, 인구고령화로 의료서비스에 의존하는 인구비중이 높아지고 있으며, 과거 육체적 질병 치료위주에서 예방, 내면 심리치료, 외모 충족욕구, 재활 등의 사전 예방적이고 포괄적인 의료서비스 수요가 증대되어 의사수요도 지속적으로 확대될 것이다. 향후 의료수요와 관련해 가장 큰 변화는 우리나라가 2018년 고령사회(65세 이상 비중 14%이상)에 2026년 초고령사회(65세 이상 비중 20%이상)에 진입한다는 점이다. 다음으로 우리나라의 발달된 의료기술과 의료서비스 수준도 국내는 물론 한류문화와 함께 동아시아를 중심으로 하는 해외로부터의 의료수요 및 의사수요를 증대시키는 촉진제 역할을 할 것으로 전망된다. 국내로 입국하는 의료수요 뿐만 아니라 최근 우리나라 의료기술의 선진화로 국내 병원과 의사가 중국, 미국, 중앙아시아 및 중동 등 해외로 진출하는 사례도 늘고 있다.",4,의학,대졸,0.0,0.0,1.0,4.77,,보건·의료직,,0.22,2.5,,,,,,,,,,,,,,,
301113,가정의학과 의사,"향후 5년간 가정의학과 의사의 고용은 다소 증가할 것으로 전망된다. 의사는 2013년 90,710명으로 2008년 대비 20% 증가하였다. 전국 36개 의대(의학전문대학원)졸업 후 신규로 약 3,000명 의사면허를 취득하여 전체 의사면허 취득자는 2004년 81,998명에서 2012년 107,295명으로 31% 증가하였다.
소득상승, 의료기술 발달, 인구 고령화, 건강/생명중시 의식개선, 건강보험 발전 등이 우리나라 의료서비스 수요 및 의사수요를 증가시키는 주요 요인이다. 의료기술의 발달로 정복되는 질병의 폭이 넓어지고 있고, 인구고령화로 의료서비스에 의존하는 인구비중이 높아지고 있으며, 과거 육체적 질병 치료위주에서 예방, 내면 심리치료, 외모 충족욕구, 재활 등의 사전 예방적이고 포괄적인 의료서비스 수요가 증대되어 의사수요도 지속적으로 확대될 것이다. 향후 의료수요와 관련해 가장 큰 변화는 우리나라가 2018년 고령사회(65세 이상 비중 14%이상)에 2026년 초고령사회(65세 이상 비중 20%이상)에 진입한다는 점이다. 다음으로 우리나라의 발달된 의료기술과 의료서비스 수준도 국내는 물론 한류문화와 함께 동아시아를 중심으로 하는 해외로부터의 의료수요 및 의사수요를 증대시키는 촉진제 역할을 할 것으로 전망된다. 국내로 입국하는 의료수요 뿐만 아니라 최근 우리나라 의료기술의 선진화로 국내 병원과 의사가 중국, 미국, 중앙아시아 및 중동 등 해외로 진출하는 사례도 늘고 있다.",4,의학,대졸,0.0,0.0,1.0,4.8,,보건·의료직,,0.22,2.5,,,,,,,,,,,,,,,
301201,일반의사,"향후 5년간 일반의사의 고용은 현 상태를 유지할 전망이다. 일반의사는 전문의 면허 없이 활동하며 최근 전문의의 수요가 많은 상황에서 일반의를 희망하는 사람들은 줄고 있어 고용의 감소도 예상된다. 또한 의과대학에서 배출되는 인력이 과거해 비해 늘어나 공급과다 현상을 보이고 있고, 치열한 의료시장 경쟁에서 살아남기 위해서 전문의 면허 취득이 필수조건이 되고 있다. 때문에 기존 경력이 많은 일반의사를 중심으로 고용은 현 상태를 유지할 전망이다. 다만, 전문의의 면허를 받기 위해 인턴이나 레지던트로 수련하며 진료를 보는 의사도 일반의사에 해당하기 때문에 이에 따른 일부 증가세가 보일 수 있다.",5,의학,대졸,0.0,0.0,1.0,4.17,,보건·의료직,보건·의료직,0.22,2.5,,,,,10000,8500,7635,,,,,,,,
301401,치과의사,"향후 5년간 치과의사의 고용은 다소 증가할 것으로 전망된다.  우리나라 국민의 소득과 교육수준이 높아지고 평균수명이 늘어나면서 구강건강에 대한 관심이 커지고 있으며, 치의학 지식과 기술이 날로 발전함에 따라 구강 의료에 대한 국민의 기대감도 높아지고 있다. 이에 따라 질 높은 치과 치료를 받고자 하는 사람들이 늘고 있고, 젊은 사람들 사이에서는 예방 차원의 치료나 특히 심미적 차원에서 치열을 교정하는 사람이 증가할 것으로 보인다. 고령화로 인한 노년층의 증가로 보철 및 임플란트 분야에서 지속적인 수요 증가가 예상되며, 정부나 지자체에서 저소득층 노인들을 대상으로 무료 의치시술을 확대하여 보급하는 정책을 계속 실시하고 있는 것도 치과의사의 수요에 매우 긍정적인 영향을 미칠 것으로 보인다.
최근 치과병원이나 치과의사의 해외진출이 시도되고 있는 것도 국내의 과열된 경쟁구도에서 새로운 돌파구로 작용할 전망이다. 우리나라 치과의학수준의 선진화로 중국, 베트남, 중동국가를 중심으로 진출사례가 증가하고 있다. 해외진출에 따르는 리스크도 존재하지만 파트너십을 잘 구축하여 성공하는 사례가 늘고 있다. 보건복지부에서도 국내 의료기관의 해외진출 촉진을 위해 해외의료진출지원과를 신설하여 지원하고 있다.",4,자연,대학원졸,0.0,0.0,1.0,4.83,,보건·의료직,보건·의료직,0.22,2.5,,,,,,,,,,,91.7,94.5,64.25,85.3,37.2
302001,수의사,"향후 5년간 수의사의 고용은 증가할 것이다.
1인 가구, 고령인구가 증가하면서 개나 고양이 등 반려동물에게서 정신적 위안을 얻으려는 사람이 늘고 있다. 자연스럽게 동물에 대한 관심과 인식이 높아지고 있으며 반려동물에 대한 예방접종, 치료, 분만, 건강관리를 담당하는 수의사의 수요는 지속적으로 증가될 것으로 보인다.
최근에는 조류인플루엔자, 구제역, 광우병 등 동물 질병에 대한 검역, 방역이 중요해지고 있다. 이에 따라 가축의 검역과 방역을 담당하는 수의사 인력 수요가 증가될 것으로 보인다. 또한, 먹을거리에 대한 관심이 높아지면서 안전한 축산물 먹을거리 공급을 위해 위생관리를 담당하는 수의직 공무원이 다소 증가할 수 있다. 수의사 면허를 가지고 있을 경우에는 시험을 통해 동물검역, 가축방역, 공중보건 등의  수의 업무를 담당하는 공무원이 될 수 있다. 매년 대학의 수의학과에서는 약 500명 이상의 수의사가 배출되고 있으므로 수의사는 더 늘어날 것으로 보인다. 하지만, 배출되는 수의사가 증가함에 따라 도심지에서 동물병원을 개업하려는 수의사 간에 치열한 경쟁이 벌어지고 있는 점도 주지해야 한다.",4,의학,대졸,0.0,0.0,1.0,4.27,,보건·의료직,보건·의료직,0.22,2.5,,,,,,,,,,,,,,,
303001,약사,"향후 5년간  약사의 고용은 다소 증가하는 수준이 될 것으로 전망된다.

「2015-2025 중장기 인력수급 수정전망」 (한국고용정보원, 2016)에 따르면, 약사 및 한약사는 2015년 약 36.4천 명에서 2025년 약 43.0천 명으로 향후 10년간 6.6천 명(연평균 1.7%)정도 증가할 것으로 전망된다.

한국보건의료인국가시험원에 의하면 약사면허 취득자는 2016년에는 1,799명, 2015년에는 1,695명이다. 인구의 고령화와 국민소득의 증가 및 신약품의 개발, 약품에 대한 건강보험급여의 확대 등 다양한 요인이 약사의 고용증가에 긍정적인 영향을 미칠 것으로 평가되고 있다. 아울러 약사의 활동영역이 넓어지면서 다양한 방면에서 약사의 역할이 요구되고 있다.
약사 면허를 취득한 사람 중 여성의 비율(64.3%)이 높기 때문에 결혼이나 출산 등의 이유로 이·전직이 일어나는 경우도 잦고, 일부 지역에서는 약사 채용에 어려움을 겪고 있어 향후에도 대체 수요에 의한 고용이 지속적으로 발생할 것이다.  환자들에게 더욱 안전하고 효과적이며 비용 경제적인 약물요법을 실시하고, 환자 중심의 선진적 약제 서비스를 지속적으로 개발하고 확대해 나가는 과정에서 약사에 대한 수요는 증가할 수밖에 없다. 이뿐 아니라 약사의 활동영역이 다양화되면서 제약회사 및 식품회사의 연구 및 품질개발 분야, 약품의 임상시험관리 분야, 그리고 식약청 등 공공기관에서 행하는 의약품이나 식품 등의 안전관리와 정책입안 등의 분야에서도 약사의 활동이 활발할 것으로 전망된다.
",4,의학,대졸,0.0,0.0,1.0,4.1,,보건·의료직,보건·의료직,0.22,2.5,,,,,7459,6500,4662,,,,,,,,
303002,한약사,"향후 5년간 한약사의 고용은 현상태를 유지할 것으로 전망된다. 약사에 비해 수가 적은 한약사는 일반 대중에게 인지도가 낮고 이용하는 사람의 수가 적어 현재보다 더 많은 수가 증가하기는 어려울 것으로 예상된다. 다만, 웰빙 문화에 대한 관심이 높아져 아토피, 비만, 산후부종, 스트레스 감소 등을 위한 자연주의 치료방법이 각광받게 되었고, 이는 한의학 수요증대로 나타나고 있다. 또한 의료비 경감을 위한 한약의 보험범위 확대와 휴대 및 복용을 간소화하기 위한 한약제제(정제캡슐) 개발 등 한의학의 대중화가 이뤄지고 있는 점은 한방 의료의 수요 증대를 높이는 요인이 되고 있다.",5,의학,대졸,0.1,0.033,0.867,3.8,,보건·의료직,보건·의료직,0.22,2.5,,,,,7459,6500,4662,,,,,,,,
304003,보건교사,"향후 5년간 보건교사의 고용은 현 상태를 유지할 것으로 전망된다.
매년 교육청에서 다음 해에 채용할 보건교사의 채용 예정인원을 발표하는데 2017년에는 278명츨 채용할 것으로 발표하였고  2018년도에는 371명을 채용할 것으로 발표하였다. 연도별로 채용인원에 차이가 있으나 이러한 채용예정 인원의 증가 경향이 지속된다고 볼 수 없다. 2007년 학교보건법개정 이후로 일정규모 이상의 학교에서는 보건교사를 두는 것을 의무화하였지만 어느 정도 충원이 된 상태이고 결원이 생긴 TO를 보충하는 식으로 채용이 이루어질 가능성이 높기 때문에 보건교사의 고용은 현 상태를 유지할 것이다.",5,의학,대졸,0.0,0.133,0.867,3.97,,보건·의료직,보건·의료직,0.22,2.5,,,,,,,,,,,,,,,
306501,물리 치료사,"향후 5년간 물리 치료사의 고용은 증가하는 수준이 될 것으로 전망된다.

「2015-2025 중장기 인력수급 수정전망」 (한국고용정보원, 2016)에 따르면, 물리 및 작업치료사는 2015년 약 51.6천 명에서 2025년 약 64.5천 명으로 향후 10년간 12.9천 명(연평균 2.3%)정도 증가할 것으로 전망된다.

물리치료사면허등록자는 2014년 기준으로 51,435명이며 보건의료인국가시험원의 합격자 통계에 의하면 2013년~2015년까지 최근 3년간 연 평균 약 3,647명의 물리치료사 면허가 발급되었다. 물치료사는 발달장애 아동 및 노인의 재활분야에서 많이 활동한다. 최근에 사회복지 제도가 확대되면서 장애 아동을 위한 바우처 사업이 많이 증가하고 있으며, 노인인구 증가에 따른 재활 수요 증가, 요양병원 및 재활병원 증가등도 물리치료사의 수요 증가 요인으로 작용하고 있다. 인구 고령화로 인해 노인성 질환 및 만성퇴행성 환자가 증가하고 있으며, 병원도 노인전문병원, 치매전문병원, 재활병원 등으로 세분화되면서 물리치료사에 대한 수요는 증가할 것으로 전망된다.",5,의학,대졸,0.0,0.367,0.633,3.63,,,,,,,,,,,,,,,,,,,,
306601,임상심리사,"향후 5년간 임상심리사의 고용은 증가하는 수준이 될 것으로 전망된다. 최근 사회의 경쟁적 분위기, 빈부의 격차, 개인주의의 심화 등의 이유 때문에 개인의 심리 및 정서 그리고 대인관계 문제에 대한 상담과 치료의 필요성이 더 증가하고 있다. 학교 폭력, 우울증, 그리고 직장 내 따돌림 등 스트레스 및 심리적 고통을 호소하는 사람이 많아지고 있어 이를 다룰 만한 전문가가 필요하다. 또한, 4차 산업혁명이 확대되면 양극화가 가속화되어 소외되고 심리적으로 어려운 사람이 더 증가할 가능성이 높기 때문에 임상심리사의 역할이 더욱 중요해질 것이다.",5,의학,대졸,0.0,0.0,1.0,4.5,"심리치료사, 심리검사자, 상담자",보건·의료직,보건·의료직,0.22,2.5,,,,,,,,,,,,,,,
306901,언어치료사,향후 5년간 언어치료사의 고용은 증가할 전망이다. 언어장애에 대한 인식이 달라지면서 교육과 치료를 통해 정상적인 사회생활이 가능하도록 만드는 것에 많은 관심을 가짐에 따라 향후 언어치료사의 고용은 증가할 것으로 보인다. 예전에는 아이들이 말을 늦게 배우는 것에 부모들이 별관심이 없었지만 최근에는 적극적으로 치료하려는 부모들이 늘고 있다. 이처럼 사회복지와 생활수준이 향상될수록 언어장애를 치료하는 언어치료사에 대한 수요도 늘어날 전망이다. 그러나 매년 대학 및 대학원의 관련학과 졸업생이 많기 때문에 치열한 경쟁을 해야 할 것으로 예상된다.,5,의학,대졸,0.0,0.067,0.933,4.0,,보건·의료직,보건·의료직,0.22,2.5,,,,,,,,,,,,,,,
306502,작업치료사,"향후 5년간 작업치료사의 고용은 증가할 것으로 전망된다. 최근에 사회복지 제도가 확대되면서 장애 아동을 위한 바우처 사업이 많이 증가하고 있으며, 노인인구 증가에 따른 재활 수요 증가, 요양병원 및 재활병원 증가등도 물리 및 작업치료사의 수요 증가 요인으로 작용하고 있다. 인구 고령화로 인해 노인성 질환 및 만성퇴행성 환자가 증가하고 있으며, 병원도 노인전문병원, 치매전문병원, 재활병원 등으로 세분화되면서 작업치료사에 대한 수요는 증가할 것으로 전망된다. 작업치료의 경우 병원에서만 국한되어 활동하는 것이 아니라 치료 대상자가 있는 장소에서의 재활이 활발해지고 있어 보육원, 공장 등 취업군이 확장될 것으로 보이며, 대기업에서는 내부 직원으로 채용하기도 하여 취업영역이 넓어지고 있다.",5,인문,대졸,0.0,0.233,0.767,3.77,,보건·의료직,보건·의료직,0.22,2.5,,,,,,,,,,,,,,,
306903,놀이치료사,"향후 5년간 놀이치료사의 고용은 증가할 전망이다. 핵가족의 심화 때문에 놀이치료를 필요로 하는 대인관계나, 의사소통 행동장애 등의 문제가 있는 아동들이 늘고 있다. 저출산 문제로 자녀를 적게 낳는 가정이 늘고 아이들의 사회성 발달에 부정적인 영향을 주는 요인이 늘면서 놀이치료에 대한 관심도 함께 늘었다. 또한 한부모 가족이 늘어나는 점, 인터넷 및 스마트폰 사용의 확대로 외로움을 느끼는 아이들이 늘어나는 점은 아이들이 정서적으로 외로움을 느끼게 하는데 영향을 미치고 있다. 특히 아이들에게 놀이치료는 온라인게임중독현상을 치료하는 긍정적 효과가 있다는 점에서 놀이치료를 활용한 게임중독 치료 영역이 활발할 전망이다. 한편, 아이들이 정서적으로 문제가 생겨 놀이치료를 받아야 할 경우, 과거에는 이를 숨기려 하였으나 요즘은 초기에 문제를 바로잡고자하는 부모들이 늘면서 놀이치료사의 수요도 늘 전망이다. 놀이치료사는 현재도 약 90%가 여성으로 결혼 및 출산 등으로 경력이 단절된 여성들에게 적합하고, 내담자에게 안정감을 주는 측면에서도 대체로 여성이 도전하기에 적합한 직업이라고 할 수 있다.",5,인문,대졸,0.0,0.167,0.833,3.83,,보건·의료직,보건·의료직,0.22,2.5,,,,,,,,,,,,,,,
306902,청능치료사,향후 5년간 청능치료사의 고용은 다소 증가할 전망이다. 우리나라는 고령인구의 증가가 가장 급속하게 증가하고 있는 나라이다. 고령인구가 많아진다는 것은 청각능력과 같은 신체적 능력이 급속히 떨어지는 사람이 많아진다는 것을 의미한다. 또한 일상 생활에서 헤드폰을 항상 착용하는 사람들이 있어 청각에 문제가 생기는 사람들이 더 많아질 수 있다. 따라서 청각 문제를 갖고 있는 사람들을 도와주기 위한 청능치료사에 대한 수요는 꾸준할 전망이다.,4,사회,대졸,0.0,0.233,0.767,3.83,,보건·의료직,보건·의료직,0.22,2.5,,,,,,,,,,,73.7875,83.325,54.457142857142856,62.5375,33.357142857142854
306101,임상병리사,"향후 5년간 임상병리사의 고용은 다소 증가하는 수준이 될 것으로 전망된다.

「2015-2025 중장기 인력수급 수정전망」 (한국고용정보원, 2016)에 따르면, 임상병리사는 2015년 약 24.5천 명에서 2025년 약 29.5천 명으로 향후 10년간 5.1천 명(연평균 1.9%)정도 증가할 것으로 전망된다.

임상병리학과가 개설된 대학은 3년제와 4년제를 합하면 약 50개가 넘는데 매년 임상병리 면허 취득자가 약 2,000명 이상 배출되고 있다. 한해에 배출되는 임상병리사 면허취득자가 많지만 현재 취업처가 많지 않아 일자리 경쟁이 매우 치열하다. 임상병리사들은 임금과 근로조건, 수행업무가 전문적인 종합병원이나 대학병원 근무를 희망하지만 해당 일자리는 한정되어 있다. 단순한 검사는 수탁검사기관 등 전문검사실을 활용하는 경우가 많아지면서 병원 내 채용보다는 검사기관의 채용이 늘어나고 있다. 또한 정보통신 및 기술발전으로 인해 자동화시스템이나 검사기기 등이 구축되며 임상병리사의 시장 수요는 감소하고 있으며 향후 기술발전으로 인해 검사 기법이나 속도가 향상될 경우 임상병리사에 대한 수요는 감소할 수 있다",4,의학,전문대졸,0.0,0.767,0.233,3.23,임상연구간호사,보건·의료직,보건·의료직,0.22,2.5,,,,,,,,,,,,,,,
212901,보조교사,"향후 5년간 보조교사의 고용은 현 상태를 유지하거나 다소 증가할 전망이다. 2017년 10월 정부가 발표한 일자리 정책 5년 로드맵에 따르면, 2022년까지 공공부문 일자리 81만개를 창출하며 이 중 어린이집 보조교사 등 사회서비스 34만명을 충원할 예정이다. 과학실험을 하기 위해 뒷정리나 실험을 준비하는 등의 업무를 수행하는 전문성 있는 보조교사에 대한 수요는 지속적으로 있을 수 있다. 그러나 전반적으로 학령인구가 감소하면서 정교사의 고용 증가를 기대하기 힘든 상황이어서 보조교사의 증원 정책에는 한계가 있을 것으로 전망된다.",4,교육,대졸,0.0,0.1,0.9,3.9,,교육·법률·사회복지·경찰·소방직 및 군인,교육직,0.0,1.5,,,3667,2629,,,,,,,66.74545454545455,85.5,51.690909090909095,56.300000000000004,18.29090909090909
221101,판사,"향후 5년간 판사의 고용은 다소 증가할 전망이다. 민사 및 형사 소송과 행정소송 등 법무서비스 수요 증가세에 맞춰 정부가 판사의 정원을 확대하여 대응하고 있다. 법제처 자료에 의하면 판사 정원의 경우 2010년 2,844명까지 증가해 온 정원을 5년간 동결하여 오다가 2015년 이후부터 정원을 증원하였다. 판사정원법에 따른 2019년 까지의 판사 정원 추정치에 따르면 2015년부터 2019년까지의 판사는 연평균 2.4% 증가할 것으로 보인다. 사회발전에 따라 민사 분쟁이 다양화되고 있고 그 내용 또한 복잡다양해져 전문지식을 갖춘 법관의 수요가 증대될 것으로 보인다. 특히 글로벌화 및 정보화시대 진전으로 국제거래에 따른 분쟁, 특허 및 지적재산권 관련 민사소송과 컴퓨터범죄, 금융사기, 환경파괴, 위해식품제조 및 유통, 부당노동행위, 가정폭력 등 범죄와 형사소송이 다양하게 발생하고 범죄양상도 복잡해져 전문지식을 지닌 판사의 인력수요는 증가될 것으로 전망된다. 한편, 베이비부머 세대 등 경제활동 인구 감소로 인하여 분쟁이 감소할 가능성이 있고, 과학기술 발전으로 사무업무가 자동화될 가능성이 있어 고용수요 감소에 영향을 미칠 것으로 보인다. 특히 국민의 재판권 행사 요구가 강해지면서 참심제·배심제 등이 일반화 된다면 인력수요가 감소할 가능성이 있다.
종합해 보면, 판사의 고용은 부정적 요인이 있으나, 법률로 정원을 정해두기 때문에 2019년까지는 법률에서 정한 바에 따라 다소 증가할 것으로 전망된다.",4,사회,대졸,0.0,0.0,1.0,4.8,,교육·법률·사회복지·경찰·소방직 및 군인,법률직,0.06,1.8,,,6931,5316,,,,,,,73.7875,83.325,54.457142857142856,62.5375,33.357142857142854
