"시도별(17개)","규모별","직종별","항목","단위","2022. 1/2","2022. 2/2","2023. 1/2","2023. 2/2","2024. 1/2","2024. 2/2","2025. 1/2","2025. 2/2",
"전북특별자치도","전규모(1인이상)","88 인쇄ㆍ목재ㆍ공예 및 기타 설치ㆍ정비ㆍ생산직","구인인원","명","208","242","190","270","294","201","192","344",
"전북특별자치도","전규모(1인이상)","88 인쇄ㆍ목재ㆍ공예 및 기타 설치ㆍ정비ㆍ생산직","채용인원","명","194","239","186","183","213","191","162","332",
"전북특별자치도","전규모(1인이상)","88 인쇄ㆍ목재ㆍ공예 및 기타 설치ㆍ정비ㆍ생산직","미충원인원","명","14","3","4","87","81","10","30","12",
"전북특별자치도","전규모(1인이상)","88 인쇄ㆍ목재ㆍ공예 및 기타 설치ㆍ정비ㆍ생산직","부족인원","명","235","131","125","184","116","167","246","188",
"전북특별자치도","전규모(1인이상)","88 인쇄ㆍ목재ㆍ공예 및 기타 설치ㆍ정비ㆍ생산직","채용계획인원","명","231","138","131","184","116","167","246","188",
"전북특별자치도","전규모(1인이상)","88 인쇄ㆍ목재ㆍ공예 및 기타 설치ㆍ정비ㆍ생산직","부족률","%","3.3","2","2","2.6","1.7","2.6","3.9","2.8",
"전북특별자치도","전규모(1인이상)","89 제조 단순직","현원","명","18775","20247","19152","16327","16174","16579","16173","16084",
"전북특별자치도","전규모(1인이상)","89 제조 단순직","구인인원","명","2509","2379","2718","1839","2281","1529","1871","1474",
"전북특별자치도","전규모(1인이상)","89 제조 단순직","채용인원","명","1951","1846","2423","1525","2005","1269","1809","1355",
"전북특별자치도","전규모(1인이상)","89 제조 단순직","미충원인원","명","558","533","295","314","276","260","62","119",
"전북특별자치도","전규모(1인이상)","89 제조 단순직","부족인원","명","1612","1250","989","680","768","568","327","608",
"전북특별자치도","전규모(1인이상)","89 제조 단순직","채용계획인원","명","1617","1321","985","660","793","584","362","576",
"전북특별자치도","전규모(1인이상)","89 제조 단순직","부족률","%","7.9","5.8","4.9","4","4.5","3.3","2","3.6",
"전북특별자치도","전규모(1인이상)","90 농림어업직","현원","명","1054","1272","1338","1360","1404","1438","1534","1495",
"전북특별자치도","전규모(1인이상)","90 농림어업직","구인인원","명","373","433","462","154","364","260","441","112",
"전북특별자치도","전규모(1인이상)","90 농림어업직","채용인원","명","365","323","367","147","356","258","384","112",
"전북특별자치도","전규모(1인이상)","90 농림어업직","미충원인원","명","8","110","95","7","8","2","57","0",
"전북특별자치도","전규모(1인이상)","90 농림어업직","부족인원","명","97","172","108","19","61","94","31","36",
"전북특별자치도","전규모(1인이상)","90 농림어업직","채용계획인원","명","97","172","108","21","61","94","39","36",
"전북특별자치도","전규모(1인이상)","90 농림어업직","부족률","%","8.4","11.9","7.5","1.4","4.2","6.1","2","2.4",
"전북특별자치도","전규모(1인이상)","전직종","현원","명","489924","498220","496253","503572","504762","506716","507039","513096",
"전북특별자치도","전규모(1인이상)","전직종","구인인원","명","34949","32538","41111","33664","43183","36438","42555","36552",
"전북특별자치도","전규모(1인이상)","전직종","채용인원","명","31147","28459","37958","30267","39953","33551","40473","34370",
"전북특별자치도","전규모(1인이상)","전직종","미충원인원","명","3802","4079","3153","3397","3230","2887","2082","2182",
"전북특별자치도","전규모(1인이상)","전직종","부족인원","명","15347","14683","14581","13296","14962","13586","10808","11912",
"전북특별자치도","전규모(1인이상)","전직종","채용계획인원","명","15504","15143","14922","13284","15460","13612","11436","12245",
"전북특별자치도","전규모(1인이상)","전직종","부족률","%","3","2.9","2.9","2.6","2.9","2.6","2.1","2.3",
"전북특별자치도","전규모(1인이상)","0 경영ㆍ사무ㆍ금융ㆍ보험직","현원","명","119993","122309","121925","121994","121492","122360","123181","123511",
"전북특별자치도","전규모(1인이상)","0 경영ㆍ사무ㆍ금융ㆍ보험직","구인인원","명","3481","3511","4486","3449","3821","3780","4441","3684",
"전북특별자치도","전규모(1인이상)","0 경영ㆍ사무ㆍ금융ㆍ보험직","채용인원","명","3083","3218","4065","3073","3488","3448","4143","3334",
"전북특별자치도","전규모(1인이상)","0 경영ㆍ사무ㆍ금융ㆍ보험직","미충원인원","명","398","293","421","376","333","332","298","350",
"전북특별자치도","전규모(1인이상)","0 경영ㆍ사무ㆍ금융ㆍ보험직","부족인원","명","1749","1555","1716","1812","1607","1806","1715","1476",
"전북특별자치도","전규모(1인이상)","0 경영ㆍ사무ㆍ금융ㆍ보험직","채용계획인원","명","1741","1573","1710","1801","1627","1775","1682","1432",
"전북특별자치도","전규모(1인이상)","0 경영ㆍ사무ㆍ금융ㆍ보험직","부족률","%","1.4","1.3","1.4","1.5","1.3","1.5","1.4","1.2",
"전북특별자치도","전규모(1인이상)","1 연구직 및 공학기술직","현원","명","34461","35039","35600","37899","38655","37203","38755","38322",
"전북특별자치도","전규모(1인이상)","1 연구직 및 공학기술직","구인인원","명","1841","1701","2015","1794","2307","1964","2066","2043",
"전북특별자치도","전규모(1인이상)","1 연구직 및 공학기술직","채용인원","명","1434","1291","1735","1529","2091","1747","1836","1815",
"전북특별자치도","전규모(1인이상)","1 연구직 및 공학기술직","미충원인원","명","407","410","280","265","216","217","230","228",
"전북특별자치도","전규모(1인이상)","1 연구직 및 공학기술직","부족인원","명","1101","1104","892","941","951","713","844","778",
"전북특별자치도","전규모(1인이상)","1 연구직 및 공학기술직","채용계획인원","명","1086","1105","837","870","927","659","828","750",
"전북특별자치도","전규모(1인이상)","1 연구직 및 공학기술직","부족률","%","3.1","3.1","2.4","2.4","2.4","1.9","2.1","2",
"전북특별자치도","전규모(1인이상)","2 교육ㆍ법률ㆍ사회복지ㆍ경찰ㆍ소방직 및 군인","현원","명","43427","42683","45026","45928","45857","47107","47292","47479",
"전북특별자치도","전규모(1인이상)","2 교육ㆍ법률ㆍ사회복지ㆍ경찰ㆍ소방직 및 군인","구인인원","명","4211","2239","4457","1753","4907","2655","5995","2592",
"전북특별자치도","전규모(1인이상)","2 교육ㆍ법률ㆍ사회복지ㆍ경찰ㆍ소방직 및 군인","채용인원","명","3925","2151","4259","1617","4607","2383","5916","2459",
"전북특별자치도","전규모(1인이상)","2 교육ㆍ법률ㆍ사회복지ㆍ경찰ㆍ소방직 및 군인","미충원인원","명","286","88","198","136","300","272","79","133",
"전북특별자치도","전규모(1인이상)","2 교육ㆍ법률ㆍ사회복지ㆍ경찰ㆍ소방직 및 군인","부족인원","명","1118","798","934","852","1355","1317","819","1145",
"전북특별자치도","전규모(1인이상)","2 교육ㆍ법률ㆍ사회복지ㆍ경찰ㆍ소방직 및 군인","채용계획인원","명","1286","1008","1080","973","1669","1522","959","1225",
"전북특별자치도","전규모(1인이상)","2 교육ㆍ법률ㆍ사회복지ㆍ경찰ㆍ소방직 및 군인","부족률","%","2.5","1.8","2","1.8","2.9","2.7","1.7","2.4",
"전북특별자치도","전규모(1인이상)","3 보건ㆍ의료직","현원","명","34341","34352","34877","33538","34432","34840","35914","36377",
"전북특별자치도","전규모(1인이상)","3 보건ㆍ의료직","구인인원","명","2077","2295","2859","2026","2677","1764","2975","2106",
"전북특별자치도","전규모(1인이상)","3 보건ㆍ의료직","채용인원","명","1838","1886","2556","1738","2354","1463","2502","1765",
"전북특별자치도","전규모(1인이상)","3 보건ㆍ의료직","미충원인원","명","239","409","303","288","323","301","473","341",
"전북특별자치도","전규모(1인이상)","3 보건ㆍ의료직","부족인원","명","999","1051","827","833","931","1182","1081","782",
"전북특별자치도","전규모(1인이상)","3 보건ㆍ의료직","채용계획인원","명","996","1187","947","915","931","1163","1165","919",
"전북특별자치도","전규모(1인이상)","3 보건ㆍ의료직","부족률","%","2.8","3","2.3","2.4","2.6","3.3","2.9","2.1",
"전북특별자치도","전규모(1인이상)","4 예술ㆍ디자인ㆍ방송ㆍ스포츠직","현원","명","5575","5582","6305","6570","6747","6997","6741","6483",
"전북특별자치도","전규모(1인이상)","4 예술ㆍ디자인ㆍ방송ㆍ스포츠직","구인인원","명","357","302","531","189","579","527","657","201",
"전북특별자치도","전규모(1인이상)","4 예술ㆍ디자인ㆍ방송ㆍ스포츠직","채용인원","명","314","199","397","156","484","447","613","139",
"전북특별자치도","전규모(1인이상)","4 예술ㆍ디자인ㆍ방송ㆍ스포츠직","미충원인원","명","43","103","134","33","95","80","44","62",
"전북특별자치도","전규모(1인이상)","4 예술ㆍ디자인ㆍ방송ㆍ스포츠직","부족인원","명","178","288","372","261","381","189","340","186",
"전북특별자치도","전규모(1인이상)","4 예술ㆍ디자인ㆍ방송ㆍ스포츠직","채용계획인원","명","195","314","355","284","325","197","314","184",
"전북특별자치도","전규모(1인이상)","4 예술ㆍ디자인ㆍ방송ㆍ스포츠직","부족률","%","3.1","4.9","5.6","3.8","5.3","2.6","4.8","2.8",
"전북특별자치도","전규모(1인이상)","5 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소직","현원","명","74769","80513","78935","80792","80140","78675","78479","81703",
"전북특별자치도","전규모(1인이상)","5 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소직","구인인원","명","5508","5611","8848","8697","11332","8618","9850","8331",
"전북특별자치도","전규모(1인이상)","5 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소직","채용인원","명","5223","5324","8438","7909","10942","8206","9720","8022",
"전북특별자치도","전규모(1인이상)","5 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소직","미충원인원","명","285","287","410","788","390","412","130","309",
"전북특별자치도","전규모(1인이상)","5 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소직","부족인원","명","1793","2055","2127","2379","3695","2388","1583","2211",
"전북특별자치도","전규모(1인이상)","5 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소직","채용계획인원","명","1798","2077","2111","2436","4018","2312","1922","2353",
"전북특별자치도","전규모(1인이상)","5 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소직","부족률","%","2.3","2.5","2.6","2.9","4.4","2.9","2","2.6",
"전북특별자치도","전규모(1인이상)","6 영업ㆍ판매ㆍ운전ㆍ운송직","현원","명","66212","67400","66254","67317","68815","69041","69433","69373",
"전북특별자치도","전규모(1인이상)","6 영업ㆍ판매ㆍ운전ㆍ운송직","구인인원","명","3391","3798","3523","4213","4766","4345","4551","4221",
"전북특별자치도","전규모(1인이상)","6 영업ㆍ판매ㆍ운전ㆍ운송직","채용인원","명","3035","3019","3032","4041","4384","4219","4338","4008",
"전북특별자치도","전규모(1인이상)","6 영업ㆍ판매ㆍ운전ㆍ운송직","미충원인원","명","356","779","491","172","382","126","213","213",
"전북특별자치도","전규모(1인이상)","6 영업ㆍ판매ㆍ운전ㆍ운송직","부족인원","명","2031","2732","2444","1839","1788","1741","1747","1633",
"전북특별자치도","전규모(1인이상)","6 영업ㆍ판매ㆍ운전ㆍ운송직","채용계획인원","명","2015","2637","2448","1772","1887","1729","1840","1590",
"전북특별자치도","전규모(1인이상)","6 영업ㆍ판매ㆍ운전ㆍ운송직","부족률","%","3","3.9","3.6","2.7","2.5","2.5","2.5","2.3",
"전북특별자치도","전규모(1인이상)","7 건설ㆍ채굴직","현원","명","21191","19359","20214","17898","17269","20163","18473","21149",
"전북특별자치도","전규모(1인이상)","7 건설ㆍ채굴직","구인인원","명","6976","6019","8050","5211","5118","6922","5586","8371",
"전북특별자치도","전규모(1인이상)","7 건설ㆍ채굴직","채용인원","명","6939","5860","8029","5119","5112","6704","5556","8344",
"전북특별자치도","전규모(1인이상)","7 건설ㆍ채굴직","미충원인원","명","37","159","21","92","6","218","30","27",
"전북특별자치도","전규모(1인이상)","7 건설ㆍ채굴직","부족인원","명","1620","1338","2094","790","542","1244","467","395",
"전북특별자치도","전규모(1인이상)","7 건설ㆍ채굴직","채용계획인원","명","1620","1292","2227","724","541","1216","488","426",
"전북특별자치도","전규모(1인이상)","7 건설ㆍ채굴직","부족률","%","7.1","6.5","9.4","4.2","3","5.8","2.5","1.8",
"전북특별자치도","전규모(1인이상)","8 설치ㆍ정비ㆍ생산직","현원","명","88902","89712","85780","90277","89950","88892","87237","87203",
"전북특별자치도","전규모(1인이상)","8 설치ㆍ정비ㆍ생산직","구인인원","명","6735","6628","5880","6178","7311","5603","5994","4891",
"전북특별자치도","전규모(1인이상)","8 설치ㆍ정비ㆍ생산직","채용인원","명","4991","5188","5080","4938","6134","4677","5464","4372",
"전북특별자치도","전규모(1인이상)","8 설치ㆍ정비ㆍ생산직","미충원인원","명","1744","1440","800","1240","1177","926","530","519",
"전북특별자치도","전규모(1인이상)","8 설치ㆍ정비ㆍ생산직","부족인원","명","4661","3590","3067","3570","3650","2912","2181","3269",
"전북특별자치도","전규모(1인이상)","8 설치ㆍ정비ㆍ생산직","채용계획인원","명","4670","3778","3099","3488","3474","2945","2199","3327",
"전북특별자치도","전규모(1인이상)","8 설치ㆍ정비ㆍ생산직","부족률","%","5","3.8","3.5","3.8","3.9","3.2","2.4","3.6",
"전북특별자치도","전규모(1인이상)","9 농림어업직","현원","명","1054","1272","1338","1360","1404","1438","1534","1495",
"전북특별자치도","전규모(1인이상)","9 농림어업직","구인인원","명","373","433","462","154","364","260","441","112",
"전북특별자치도","전규모(1인이상)","9 농림어업직","채용인원","명","365","323","367","147","356","258","384","112",
"전북특별자치도","전규모(1인이상)","9 농림어업직","미충원인원","명","8","110","95","7","8","2","57","0",
"전북특별자치도","전규모(1인이상)","9 농림어업직","부족인원","명","97","172","108","19","61","94","31","36",
"전북특별자치도","전규모(1인이상)","9 농림어업직","채용계획인원","명","97","172","108","21","61","94","39","36",
"전북특별자치도","전규모(1인이상)","9 농림어업직","부족률","%","8.4","11.9","7.5","1.4","4.2","6.1","2","2.4",
"전라남도","전규모(1인이상)","01 관리직(임원ㆍ부서장)","현원","명","3137","3203","3727","2704","3143","2214","2565","2591",
"전라남도","전규모(1인이상)","01 관리직(임원ㆍ부서장)","구인인원","명","27","37","104","21","46","29","19","2",
"전라남도","전규모(1인이상)","01 관리직(임원ㆍ부서장)","채용인원","명","19","18","100","21","46","29","19","2",
"전라남도","전규모(1인이상)","01 관리직(임원ㆍ부서장)","미충원인원","명","8","19","4","0","0","0","0","0",
"전라남도","전규모(1인이상)","01 관리직(임원ㆍ부서장)","부족인원","명","12","53","47","31","21","0","5","9",
"전라남도","전규모(1인이상)","01 관리직(임원ㆍ부서장)","채용계획인원","명","12","51","47","31","14","1","4","9",
"전라남도","전규모(1인이상)","01 관리직(임원ㆍ부서장)","부족률","%",".4","1.6","1.2","1.1",".7","0",".2",".3",
"전라남도","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","현원","명","93761","96370","95565","101073","102399","102629","103634","107291",
"전라남도","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","구인인원","명","2935","3007","2418","2678","2781","2602","3385","2314",
"전라남도","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","채용인원","명","2496","2498","2178","2316","2347","2355","2985","2136",
"전라남도","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","미충원인원","명","439","509","240","362","434","247","400","178",
"전라남도","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","부족인원","명","1443","1716","1197","1607","1540","1699","1419","1115",
"전라남도","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","채용계획인원","명","1344","1573","1158","1524","1375","1584","1393","988",
"전라남도","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","부족률","%","1.5","1.7","1.2","1.6","1.5","1.6","1.4","1",
"전라남도","전규모(1인이상)","03 금융ㆍ보험직","현원","명","20069","19722","18629","19940","19143","19413","19155","19987",
"전라남도","전규모(1인이상)","03 금융ㆍ보험직","구인인원","명","441","868","425","640","633","469","275","1111",
"전라남도","전규모(1인이상)","03 금융ㆍ보험직","채용인원","명","393","712","383","640","633","469","275","1111",
"전라남도","전규모(1인이상)","03 금융ㆍ보험직","미충원인원","명","48","156","42","0","0","0","0","0",
"전라남도","전규모(1인이상)","03 금융ㆍ보험직","부족인원","명","639","425","202","265","443","114","1107","531",
"전라남도","전규모(1인이상)","03 금융ㆍ보험직","채용계획인원","명","639","425","209","251","443","114","722","531",
"전라남도","전규모(1인이상)","03 금융ㆍ보험직","부족률","%","3.1","2.1","1.1","1.3","2.3",".6","5.5","2.6",
"전라남도","전규모(1인이상)","11 인문ㆍ사회과학 연구직","현원","명","994","932","794","556","560","699","724","706",
"전라남도","전규모(1인이상)","11 인문ㆍ사회과학 연구직","구인인원","명","118","66","121","35","91","56","93","56",
"전라남도","전규모(1인이상)","11 인문ㆍ사회과학 연구직","채용인원","명","90","66","121","26","50","18","79","29",
"전라남도","전규모(1인이상)","11 인문ㆍ사회과학 연구직","미충원인원","명","28","0","0","9","41","38","14","27",
"전라남도","전규모(1인이상)","11 인문ㆍ사회과학 연구직","부족인원","명","15","20","19","46","54","45","80","47",
"전라남도","전규모(1인이상)","11 인문ㆍ사회과학 연구직","채용계획인원","명","15","5","6","46","54","50","65","27",
"전라남도","전규모(1인이상)","11 인문ㆍ사회과학 연구직","부족률","%","1.5","2.1","2.3","7.6","8.8","6","10","6.2",
"전라남도","전규모(1인이상)","12 자연ㆍ생명과학 연구직","현원","명","929","1259","1196","1354","1160","924","1239","1202",
"전라남도","전규모(1인이상)","12 자연ㆍ생명과학 연구직","구인인원","명","58","146","57","25","96","27","71","44",
"전라남도","전규모(1인이상)","12 자연ㆍ생명과학 연구직","채용인원","명","58","134","57","23","34","17","57","44",
"전라남도","전규모(1인이상)","12 자연ㆍ생명과학 연구직","미충원인원","명","0","12","0","2","62","10","14","0",
"전라남도","전규모(1인이상)","12 자연ㆍ생명과학 연구직","부족인원","명","62","11","81","9","91","19","11","4",
"전라남도","전규모(1인이상)","12 자연ㆍ생명과학 연구직","채용계획인원","명","62","25","74","2","66","19","11","4",
"전라남도","전규모(1인이상)","12 자연ㆍ생명과학 연구직","부족률","%","6.3",".9","6.3",".7","7.3","2",".9",".3",
"전라남도","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","현원","명","4344","4576","4446","4979","5114","5107","4872","4985",
"전라남도","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","구인인원","명","246","236","194","240","160","173","291","361",
"전라남도","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","채용인원","명","187","223","138","220","123","156","128","353",
"전라남도","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","미충원인원","명","59","13","56","20","37","17","163","8",
"전라남도","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","부족인원","명","109","89","96","195","541","218","315","69",
"전라남도","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","채용계획인원","명","91","94","99","198","541","218","301","69",
"전라남도","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","부족률","%","2.4","1.9","2.1","3.8","9.6","4.1","6.1","1.4",
"전라남도","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","현원","명","19365","19338","19183","20838","22583","22315","23990","24447",
"전라남도","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","구인인원","명","1354","892","1194","1188","1366","1173","1372","1495",
"전라남도","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","채용인원","명","1251","751","1158","1091","1329","1155","1282","1412",
"전라남도","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","미충원인원","명","103","141","36","97","37","18","90","83",
"전라남도","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","부족인원","명","450","476","477","528","646","414","223","256",
"전라남도","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","채용계획인원","명","428","476","477","477","665","434","235","284",
"전라남도","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","부족률","%","2.3","2.4","2.4","2.5","2.8","1.8",".9","1",
"전라남도","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","현원","명","25201","25151","25278","24708","24256","21752","21303","21968",
"전라남도","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","구인인원","명","1027","980","933","767","831","841","814","636",
"전라남도","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","채용인원","명","917","857","796","656","671","662","733","612",
"전라남도","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","미충원인원","명","110","123","137","111","160","179","81","24",
"전라남도","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","부족인원","명","463","408","445","437","508","668","541","411",
"전라남도","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","채용계획인원","명","485","377","428","425","468","657","453","419",
"전라남도","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","부족률","%","1.8","1.6","1.7","1.7","2.1","3","2.5","1.8",
"전라남도","전규모(1인이상)","21 교육직","현원","명","11196","11301","11098","15392","13818","12766","12034","13947",
"전라남도","전규모(1인이상)","21 교육직","구인인원","명","1057","666","1547","369","1895","823","1893","649",
"전라남도","전규모(1인이상)","21 교육직","채용인원","명","1040","593","1524","367","1839","797","1885","646",
"전라남도","전규모(1인이상)","21 교육직","미충원인원","명","17","73","23","2","56","26","8","3",
"전라남도","전규모(1인이상)","21 교육직","부족인원","명","253","224","204","161","194","218","123","283",
"전라남도","전규모(1인이상)","21 교육직","채용계획인원","명","253","217","204","169","174","177","123","281",
"전라남도","전규모(1인이상)","21 교육직","부족률","%","2.2","1.9","1.8","1","1.4","1.7","1","2",
"전라남도","전규모(1인이상)","22 법률직","현원","명","1150","1330","1303","806","846","957","877","1000",
"전라남도","전규모(1인이상)","22 법률직","구인인원","명","31","160","3","11","31","1","1","0",
"전라남도","전규모(1인이상)","22 법률직","채용인원","명","29","160","3","11","31","0","1","0",
"전라남도","전규모(1인이상)","22 법률직","미충원인원","명","2","0","0","0","0","1","0","0",
"전라남도","전규모(1인이상)","22 법률직","부족인원","명","1","0","6","1","4","1","4","0",
"전라남도","전규모(1인이상)","22 법률직","채용계획인원","명","2","0","6","2","0","1","4","0",
"전라남도","전규모(1인이상)","22 법률직","부족률","%",".1","0",".5",".1",".5",".1",".5","0",
"전라남도","전규모(1인이상)","23 사회복지ㆍ종교직","현원","명","21692","22655","23096","23517","23588","27251","27409","27297",
"전라남도","전규모(1인이상)","23 사회복지ㆍ종교직","구인인원","명","1957","1357","2123","874","2278","1150","2783","1084",
"전라남도","전규모(1인이상)","23 사회복지ㆍ종교직","채용인원","명","1707","900","1838","773","2090","1028","2635","1012",
"전라남도","전규모(1인이상)","23 사회복지ㆍ종교직","미충원인원","명","250","457","285","101","188","122","148","72",
"전라남도","전규모(1인이상)","23 사회복지ㆍ종교직","부족인원","명","835","962","651","338","960","702","902","605",
"전라남도","전규모(1인이상)","23 사회복지ㆍ종교직","채용계획인원","명","778","846","627","302","947","686","904","1075",
"전라남도","전규모(1인이상)","23 사회복지ㆍ종교직","부족률","%","3.7","4.1","2.7","1.4","3.9","2.5","3.2","2.2",
"전라남도","전규모(1인이상)","24 경찰ㆍ소방ㆍ교도직","현원","명","116","61","109","68","89","71","72","72",
"전라남도","전규모(1인이상)","24 경찰ㆍ소방ㆍ교도직","구인인원","명","0","0","0","0","0","0","0","0",
"전라남도","전규모(1인이상)","24 경찰ㆍ소방ㆍ교도직","채용인원","명","0","0","0","0","0","0","0","0",
"전라남도","전규모(1인이상)","24 경찰ㆍ소방ㆍ교도직","미충원인원","명","0","0","0","0","0","0","0","0",
"전라남도","전규모(1인이상)","24 경찰ㆍ소방ㆍ교도직","부족인원","명","0","0","0","0","0","0","0","0",
"전라남도","전규모(1인이상)","24 경찰ㆍ소방ㆍ교도직","채용계획인원","명","0","0","0","0","0","0","0","0",
"전라남도","전규모(1인이상)","24 경찰ㆍ소방ㆍ교도직","부족률","%","0","0","0","0","0","0","0","0",
"전라남도","전규모(1인이상)","25 군인 ","현원","명","0","0","0","0","0","0","0","0",
"전라남도","전규모(1인이상)","25 군인 ","구인인원","명","0","0","0","0","0","0","0","0",
"전라남도","전규모(1인이상)","25 군인 ","채용인원","명","0","0","0","0","0","0","0","0",
"전라남도","전규모(1인이상)","25 군인 ","미충원인원","명","0","0","0","0","0","0","0","0",
"전라남도","전규모(1인이상)","25 군인 ","부족인원","명","0","0","0","0","0","0","0","0",
"전라남도","전규모(1인이상)","25 군인 ","채용계획인원","명","0","0","0","0","0","0","0","0",
"전라남도","전규모(1인이상)","25 군인 ","부족률","%","0","0","0","0","0","0","0","0",
"전라남도","전규모(1인이상)","30 보건ㆍ의료직","현원","명","30948","30990","31095","30042","31322","31508","32541","31856",
"전라남도","전규모(1인이상)","30 보건ㆍ의료직","구인인원","명","2491","1988","2402","1697","2452","1633","2537","1747",
"전라남도","전규모(1인이상)","30 보건ㆍ의료직","채용인원","명","2143","1589","2084","1320","2202","1321","2107","1372",
"전라남도","전규모(1인이상)","30 보건ㆍ의료직","미충원인원","명","348","399","318","377","250","312","430","375",
"전라남도","전규모(1인이상)","30 보건ㆍ의료직","부족인원","명","936","867","817","792","552","702","754","766",
"전라남도","전규모(1인이상)","30 보건ㆍ의료직","채용계획인원","명","962","849","821","784","486","837","772","784",
"전라남도","전규모(1인이상)","30 보건ㆍ의료직","부족률","%","2.9","2.7","2.6","2.6","1.7","2.2","2.3","2.3",
"전라남도","전규모(1인이상)","41 예술ㆍ디자인ㆍ방송직","현원","명","2059","2491","2398","2348","2030","2086","1923","2485",
"전라남도","전규모(1인이상)","41 예술ㆍ디자인ㆍ방송직","구인인원","명","128","190","153","124","174","29","125","63",
"전라남도","전규모(1인이상)","41 예술ㆍ디자인ㆍ방송직","채용인원","명","125","92","140","103","151","29","122","63",
"전라남도","전규모(1인이상)","41 예술ㆍ디자인ㆍ방송직","미충원인원","명","3","98","13","21","23","0","3","0",
"전라남도","전규모(1인이상)","41 예술ㆍ디자인ㆍ방송직","부족인원","명","109","340","140","68","130","215","92","250",
"전라남도","전규모(1인이상)","41 예술ㆍ디자인ㆍ방송직","채용계획인원","명","109","340","140","65","130","230","92","241",
"전라남도","전규모(1인이상)","41 예술ㆍ디자인ㆍ방송직","부족률","%","5","12","5.5","2.8","6","9.3","4.6","9.1",
"전라남도","전규모(1인이상)","42 스포츠ㆍ레크리에이션직","현원","명","4796","4686","4479","5516","5534","5856","5498","5629",
"전라남도","전규모(1인이상)","42 스포츠ㆍ레크리에이션직","구인인원","명","129","112","344","114","266","169","282","271",
"전라남도","전규모(1인이상)","42 스포츠ㆍ레크리에이션직","채용인원","명","117","70","315","111","234","119","236","269",
"전라남도","전규모(1인이상)","42 스포츠ㆍ레크리에이션직","미충원인원","명","12","42","29","3","32","50","46","2",
"전라남도","전규모(1인이상)","42 스포츠ㆍ레크리에이션직","부족인원","명","44","75","96","34","111","184","178","32",
"전라남도","전규모(1인이상)","42 스포츠ㆍ레크리에이션직","채용계획인원","명","44","75","96","35","85","184","178","114",
"전라남도","전규모(1인이상)","42 스포츠ㆍ레크리에이션직","부족률","%",".9","1.6","2.1",".6","2","3","3.1",".6",
"전라남도","전규모(1인이상)","51 미용ㆍ예식 서비스직","현원","명","1728","1643","1698","1597","1457","1416","1524","1671",
"전라남도","전규모(1인이상)","51 미용ㆍ예식 서비스직","구인인원","명","50","64","37","92","462","36","99","86",
"전라남도","전규모(1인이상)","51 미용ㆍ예식 서비스직","채용인원","명","17","64","37","92","462","27","99","63",
"전라남도","전규모(1인이상)","51 미용ㆍ예식 서비스직","미충원인원","명","33","0","0","0","0","9","0","23",
"전라남도","전규모(1인이상)","51 미용ㆍ예식 서비스직","부족인원","명","1","32","41","0","11","96","55","84",
"전라남도","전규모(1인이상)","51 미용ㆍ예식 서비스직","채용계획인원","명","1","32","41","0","11","96","55","84",
