"시도별(17개)","규모별","직종별","항목","단위","2022. 1/2","2022. 2/2","2023. 1/2","2023. 2/2","2024. 1/2","2024. 2/2","2025. 1/2","2025. 2/2",
"전국","전규모(1인이상)","01 관리직(임원ㆍ부서장)","현원","명","159871","158625","163063","152361","153218","151036","157900","157164",
"전국","전규모(1인이상)","01 관리직(임원ㆍ부서장)","구인인원","명","2667","1752","2304","1631","1974","1258","1785","1404",
"전국","전규모(1인이상)","01 관리직(임원ㆍ부서장)","채용인원","명","2181","1566","1998","1444","1838","1104","1570","1251",
"전국","전규모(1인이상)","01 관리직(임원ㆍ부서장)","미충원인원","명","486","186","306","187","136","154","215","153",
"전국","전규모(1인이상)","01 관리직(임원ㆍ부서장)","부족인원","명","967","868","825","805","685","551","656","546",
"전국","전규모(1인이상)","01 관리직(임원ㆍ부서장)","채용계획인원","명","926","857","782","802","664","495","603","511",
"전국","전규모(1인이상)","01 관리직(임원ㆍ부서장)","부족률","%",".6",".5",".5",".5",".4",".4",".4",".3",
"전국","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","현원","명","3637147","3680632","3732238","3927682","3921162","3932294","3923699","3943332",
"전국","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","구인인원","명","164985","159028","163286","148604","162989","154003","164346","134605",
"전국","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","채용인원","명","145166","138070","143759","130641","145946","135560","146218","119788",
"전국","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","미충원인원","명","19819","20958","19527","17963","17043","18443","18128","14817",
"전국","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","부족인원","명","76557","76440","72043","71146","73888","71851","64992","57828",
"전국","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","채용계획인원","명","77430","77543","71268","70131","72723","71543","64186","62133",
"전국","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","부족률","%","2.1","2","1.9","1.8","1.8","1.8","1.6","1.4",
"전국","전규모(1인이상)","03 금융ㆍ보험직","현원","명","601166","604028","602489","609191","611490","620438","602863","606536",
"전국","전규모(1인이상)","03 금융ㆍ보험직","구인인원","명","22241","20435","24448","15596","21350","20403","22502","23302",
"전국","전규모(1인이상)","03 금융ㆍ보험직","채용인원","명","17522","16875","20866","14755","20827","19194","20215","21641",
"전국","전규모(1인이상)","03 금융ㆍ보험직","미충원인원","명","4719","3560","3582","841","523","1209","2287","1661",
"전국","전규모(1인이상)","03 금융ㆍ보험직","부족인원","명","15838","12972","13456","7401","9161","8953","10970","8866",
"전국","전규모(1인이상)","03 금융ㆍ보험직","채용계획인원","명","16058","13515","13688","7585","9077","7800","10385","9045",
"전국","전규모(1인이상)","03 금융ㆍ보험직","부족률","%","2.6","2.1","2.2","1.2","1.5","1.4","1.8","1.4",
"전국","전규모(1인이상)","011 의회의원ㆍ고위공무원 및 기업 고위 임원","현원","명","7845","7147","7415","7727","6254","6152","6777","6476",
"전국","전규모(1인이상)","011 의회의원ㆍ고위공무원 및 기업 고위 임원","구인인원","명","182","44","128","60","100","41","144","70",
"전국","전규모(1인이상)","011 의회의원ㆍ고위공무원 및 기업 고위 임원","채용인원","명","174","42","121","59","99","38","143","70",
"전국","전규모(1인이상)","011 의회의원ㆍ고위공무원 및 기업 고위 임원","미충원인원","명","8","2","7","1","1","3","1","0",
"전국","전규모(1인이상)","011 의회의원ㆍ고위공무원 및 기업 고위 임원","부족인원","명","26","48","46","22","20","20","13","17",
"전국","전규모(1인이상)","011 의회의원ㆍ고위공무원 및 기업 고위 임원","채용계획인원","명","23","39","47","23","27","23","10","16",
"전국","전규모(1인이상)","011 의회의원ㆍ고위공무원 및 기업 고위 임원","부족률","%",".3",".7",".6",".3",".3",".3",".2",".3",
"전국","전규모(1인이상)","012 행정ㆍ경영ㆍ금융ㆍ보험 관리자","현원","명","56778","56908","57049","58911","60907","61648","64158","64373",
"전국","전규모(1인이상)","012 행정ㆍ경영ㆍ금융ㆍ보험 관리자","구인인원","명","899","687","680","565","869","538","768","686",
"전국","전규모(1인이상)","012 행정ㆍ경영ㆍ금융ㆍ보험 관리자","채용인원","명","783","630","653","525","835","503","733","622",
"전국","전규모(1인이상)","012 행정ㆍ경영ㆍ금융ㆍ보험 관리자","미충원인원","명","116","57","27","40","34","35","35","64",
"전국","전규모(1인이상)","012 행정ㆍ경영ㆍ금융ㆍ보험 관리자","부족인원","명","223","208","205","297","214","139","164","162",
"전국","전규모(1인이상)","012 행정ㆍ경영ㆍ금융ㆍ보험 관리자","채용계획인원","명","225","211","201","301","209","108","150","156",
"전국","전규모(1인이상)","012 행정ㆍ경영ㆍ금융ㆍ보험 관리자","부족률","%",".4",".4",".4",".5",".4",".2",".3",".3",
"전국","전규모(1인이상)","013 전문서비스 관리자","현원","명","31660","31857","32761","29978","31593","31382","32071","31106",
"전국","전규모(1인이상)","013 전문서비스 관리자","구인인원","명","420","298","296","352","325","251","213","172",
"전국","전규모(1인이상)","013 전문서비스 관리자","채용인원","명","383","264","259","347","320","234","197","169",
"전국","전규모(1인이상)","013 전문서비스 관리자","미충원인원","명","37","34","37","5","5","17","16","3",
"전국","전규모(1인이상)","013 전문서비스 관리자","부족인원","명","215","128","128","95","103","134","119","77",
"전국","전규모(1인이상)","013 전문서비스 관리자","채용계획인원","명","182","129","129","87","105","116","124","73",
"전국","전규모(1인이상)","013 전문서비스 관리자","부족률","%",".7",".4",".4",".3",".3",".4",".4",".2",
"전국","전규모(1인이상)","014 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소 관리자","현원","명","3832","3831","4060","3012","3099","3162","3204","3066",
"전국","전규모(1인이상)","014 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소 관리자","구인인원","명","54","16","53","21","37","12","29","35",
"전국","전규모(1인이상)","014 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소 관리자","채용인원","명","52","15","50","20","37","12","29","33",
"전국","전규모(1인이상)","014 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소 관리자","미충원인원","명","2","1","3","1","0","0","0","2",
"전국","전규모(1인이상)","014 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소 관리자","부족인원","명","13","22","18","6","7","9","34","11",
"전국","전규모(1인이상)","014 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소 관리자","채용계획인원","명","12","19","18","7","7","7","34","12",
"전국","전규모(1인이상)","014 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소 관리자","부족률","%",".3",".6",".4",".2",".2",".3","1.1",".4",
"전국","전규모(1인이상)","015 영업ㆍ판매ㆍ운송 관리자","현원","명","22932","21965","23150","19075","18159","17937","18803","18491",
"전국","전규모(1인이상)","015 영업ㆍ판매ㆍ운송 관리자","구인인원","명","489","355","395","132","131","135","185","153",
"전국","전규모(1인이상)","015 영업ㆍ판매ㆍ운송 관리자","채용인원","명","400","292","293","116","98","99","148","127",
"전국","전규모(1인이상)","015 영업ㆍ판매ㆍ운송 관리자","미충원인원","명","89","63","102","16","33","36","37","26",
"전국","전규모(1인이상)","015 영업ㆍ판매ㆍ운송 관리자","부족인원","명","159","195","156","105","124","63","91","65",
"전국","전규모(1인이상)","015 영업ㆍ판매ㆍ운송 관리자","채용계획인원","명","148","195","134","103","110","63","91","63",
"전국","전규모(1인이상)","015 영업ㆍ판매ㆍ운송 관리자","부족률","%",".7",".9",".7",".5",".7",".4",".5",".4",
"전국","전규모(1인이상)","016 건설ㆍ채굴ㆍ제조ㆍ생산 관리자","현원","명","36825","36916","38628","33658","33207","30754","32888","33652",
"전국","전규모(1인이상)","016 건설ㆍ채굴ㆍ제조ㆍ생산 관리자","구인인원","명","622","352","752","501","512","282","445","288",
"전국","전규모(1인이상)","016 건설ㆍ채굴ㆍ제조ㆍ생산 관리자","채용인원","명","389","323","622","377","448","218","320","230",
"전국","전규모(1인이상)","016 건설ㆍ채굴ㆍ제조ㆍ생산 관리자","미충원인원","명","233","29","130","124","64","64","125","58",
"전국","전규모(1인이상)","016 건설ㆍ채굴ㆍ제조ㆍ생산 관리자","부족인원","명","331","268","272","280","217","186","235","215",
"전국","전규모(1인이상)","016 건설ㆍ채굴ㆍ제조ㆍ생산 관리자","채용계획인원","명","336","264","253","281","206","179","193","191",
"전국","전규모(1인이상)","016 건설ㆍ채굴ㆍ제조ㆍ생산 관리자","부족률","%",".9",".7",".7",".8",".6",".6",".7",".6",
"전국","전규모(1인이상)","021 정부ㆍ공공 행정 전문가","현원","명","77","31","73","19","8","9","20","40",
"전국","전규모(1인이상)","021 정부ㆍ공공 행정 전문가","구인인원","명","9","0","0","0","0","0","1","0",
"전국","전규모(1인이상)","021 정부ㆍ공공 행정 전문가","채용인원","명","9","0","0","0","0","0","1","0",
"전국","전규모(1인이상)","021 정부ㆍ공공 행정 전문가","미충원인원","명","0","0","0","0","0","0","0","0",
"전국","전규모(1인이상)","021 정부ㆍ공공 행정 전문가","부족인원","명","1","0","0","0","0","0","0","4",
"전국","전규모(1인이상)","021 정부ㆍ공공 행정 전문가","채용계획인원","명","1","0","0","0","0","0","0","0",
"전국","전규모(1인이상)","021 정부ㆍ공공 행정 전문가","부족률","%","1.3","0","0","0","0","0","0","9.1",
"전국","전규모(1인이상)","022 경영ㆍ인사 전문가","현원","명","24880","28554","30093","27674","25285","26309","26418","26523",
"전국","전규모(1인이상)","022 경영ㆍ인사 전문가","구인인원","명","1467","2046","1310","1854","1938","1402","1668","1436",
"전국","전규모(1인이상)","022 경영ㆍ인사 전문가","채용인원","명","1304","1808","1010","1733","1870","1398","1589","1190",
"전국","전규모(1인이상)","022 경영ㆍ인사 전문가","미충원인원","명","163","238","300","121","68","4","79","246",
"전국","전규모(1인이상)","022 경영ㆍ인사 전문가","부족인원","명","1098","391","886","646","482","309","631","422",
"전국","전규모(1인이상)","022 경영ㆍ인사 전문가","채용계획인원","명","1107","391","886","614","482","309","588","410",
"전국","전규모(1인이상)","022 경영ㆍ인사 전문가","부족률","%","4.2","1.4","2.9","2.3","1.9","1.2","2.3","1.6",
"전국","전규모(1인이상)","023 회계ㆍ세무ㆍ감정 전문가","현원","명","35119","36317","36862","33095","34171","34840","37140","35461",
"전국","전규모(1인이상)","023 회계ㆍ세무ㆍ감정 전문가","구인인원","명","494","2297","744","1637","532","1295","751","624",
"전국","전규모(1인이상)","023 회계ㆍ세무ㆍ감정 전문가","채용인원","명","455","2135","686","1604","525","1283","573","607",
"전국","전규모(1인이상)","023 회계ㆍ세무ㆍ감정 전문가","미충원인원","명","39","162","58","33","7","12","178","17",
"전국","전규모(1인이상)","023 회계ㆍ세무ㆍ감정 전문가","부족인원","명","499","308","472","256","326","314","251","476",
"전국","전규모(1인이상)","023 회계ㆍ세무ㆍ감정 전문가","채용계획인원","명","502","305","465","270","329","311","267","477",
"전국","전규모(1인이상)","023 회계ㆍ세무ㆍ감정 전문가","부족률","%","1.4",".8","1.3",".8",".9",".9",".7","1.3",
"전국","전규모(1인이상)","024 광고ㆍ조사ㆍ상품기획ㆍ행사기획 전문가","현원","명","38991","43906","45390","49118","62840","64884","64095","63170",
"전국","전규모(1인이상)","024 광고ㆍ조사ㆍ상품기획ㆍ행사기획 전문가","구인인원","명","3583","3857","3010","3050","5139","4431","4717","3378",
"전국","전규모(1인이상)","024 광고ㆍ조사ㆍ상품기획ㆍ행사기획 전문가","채용인원","명","2915","3153","2412","2601","4477","3799","3782","3059",
"전국","전규모(1인이상)","024 광고ㆍ조사ㆍ상품기획ㆍ행사기획 전문가","미충원인원","명","668","704","598","449","662","632","935","319",
"전국","전규모(1인이상)","024 광고ㆍ조사ㆍ상품기획ㆍ행사기획 전문가","부족인원","명","2484","2228","1869","2042","3357","3040","3609","2189",
"전국","전규모(1인이상)","024 광고ㆍ조사ㆍ상품기획ㆍ행사기획 전문가","채용계획인원","명","2683","2178","1873","2049","3462","3054","3518","2152",
"전국","전규모(1인이상)","024 광고ㆍ조사ㆍ상품기획ㆍ행사기획 전문가","부족률","%","6","4.8","4","4","5.1","4.5","5.3","3.3",
"전국","전규모(1인이상)","025 정부ㆍ공공 행정 사무원","현원","명","50140","46543","45945","46384","41511","38044","42702","42348",
"전국","전규모(1인이상)","025 정부ㆍ공공 행정 사무원","구인인원","명","1746","1367","800","954","791","1729","1117","1117",
"전국","전규모(1인이상)","025 정부ㆍ공공 행정 사무원","채용인원","명","1558","1190","660","911","753","1704","628","1080",
"전국","전규모(1인이상)","025 정부ㆍ공공 행정 사무원","미충원인원","명","188","177","140","43","38","25","489","37",
"전국","전규모(1인이상)","025 정부ㆍ공공 행정 사무원","부족인원","명","755","563","905","432","910","387","1140","426",
"전국","전규모(1인이상)","025 정부ㆍ공공 행정 사무원","채용계획인원","명","1090","532","758","412","921","491","1134","445",
"전국","전규모(1인이상)","025 정부ㆍ공공 행정 사무원","부족률","%","1.5","1.2","1.9",".9","2.1","1","2.6","1",
"전국","전규모(1인이상)","026 경영지원 사무원","현원","명","1694726","1705233","1736726","1883684","1873813","1884648","1884503","1884994",
"전국","전규모(1인이상)","026 경영지원 사무원","구인인원","명","57172","50833","56601","51253","55622","51121","58656","43993",
"전국","전규모(1인이상)","026 경영지원 사무원","채용인원","명","51070","44376","50358","45070","50091","46031","52846","39081",
"전국","전규모(1인이상)","026 경영지원 사무원","미충원인원","명","6102","6457","6243","6183","5531","5090","5810","4912",
"전국","전규모(1인이상)","026 경영지원 사무원","부족인원","명","27544","27096","25703","28426","27299","25955","22571","21012",
"전국","전규모(1인이상)","026 경영지원 사무원","채용계획인원","명","27680","28004","25180","27684","25826","25064","22300","20897",
"전국","전규모(1인이상)","026 경영지원 사무원","부족률","%","1.6","1.6","1.5","1.5","1.4","1.4","1.2","1.1",
"전국","전규모(1인이상)","027 회계ㆍ경리 사무원","현원","명","670963","678710","695462","688575","695579","680790","677166","677640",
"전국","전규모(1인이상)","027 회계ㆍ경리 사무원","구인인원","명","23187","23977","24317","22133","21805","22265","19633","18286",
"전국","전규모(1인이상)","027 회계ㆍ경리 사무원","채용인원","명","20295","21068","21405","19655","19407","19881","17356","16685",
"전국","전규모(1인이상)","027 회계ㆍ경리 사무원","미충원인원","명","2892","2909","2912","2478","2398","2384","2277","1601",
"전국","전규모(1인이상)","027 회계ㆍ경리 사무원","부족인원","명","12146","14246","12191","10586","10043","10081","9706","8793",
"전국","전규모(1인이상)","027 회계ㆍ경리 사무원","채용계획인원","명","11547","14099","11748","10306","9765","9859","8779","8291",
"전국","전규모(1인이상)","027 회계ㆍ경리 사무원","부족률","%","1.8","2.1","1.7","1.5","1.4","1.5","1.4","1.3",
"전국","전규모(1인이상)","028 무역ㆍ운송ㆍ생산ㆍ품질 사무원","현원","명","639964","642626","644666","657118","657184","661967","664326","667099",
"전국","전규모(1인이상)","028 무역ㆍ운송ㆍ생산ㆍ품질 사무원","구인인원","명","26315","25829","25585","25167","27215","25823","25553","21409",
"전국","전규모(1인이상)","028 무역ㆍ운송ㆍ생산ㆍ품질 사무원","채용인원","명","20694","20122","19766","20290","22361","21678","21675","18074",
"전국","전규모(1인이상)","028 무역ㆍ운송ㆍ생산ㆍ품질 사무원","미충원인원","명","5621","5707","5819","4877","4854","4145","3878","3335",
"전국","전규모(1인이상)","028 무역ㆍ운송ㆍ생산ㆍ품질 사무원","부족인원","명","15937","17441","15149","16717","16883","13686","13039","11592",
"전국","전규모(1인이상)","028 무역ㆍ운송ㆍ생산ㆍ품질 사무원","채용계획인원","명","15937","17138","15038","16287","16531","13768","12259","11285",
"전국","전규모(1인이상)","028 무역ㆍ운송ㆍ생산ㆍ품질 사무원","부족률","%","2.4","2.6","2.3","2.5","2.5","2","1.9","1.7",
"전국","전규모(1인이상)","029 안내ㆍ고객상담ㆍ통계ㆍ비서ㆍ사무보조 및 기타 사무원","현원","명","482286","498712","497021","542015","530769","540804","527329","546058",
"전국","전규모(1인이상)","029 안내ㆍ고객상담ㆍ통계ㆍ비서ㆍ사무보조 및 기타 사무원","구인인원","명","51013","48821","50919","42557","49947","45937","52250","44361",
"전국","전규모(1인이상)","029 안내ㆍ고객상담ㆍ통계ㆍ비서ㆍ사무보조 및 기타 사무원","채용인원","명","46867","44217","47462","38778","46463","39786","47768","40011",
"전국","전규모(1인이상)","029 안내ㆍ고객상담ㆍ통계ㆍ비서ㆍ사무보조 및 기타 사무원","미충원인원","명","4146","4604","3457","3779","3484","6151","4482","4350",
"전국","전규모(1인이상)","029 안내ㆍ고객상담ㆍ통계ㆍ비서ㆍ사무보조 및 기타 사무원","부족인원","명","16092","14166","14868","12041","14587","18080","14046","12913",
"전국","전규모(1인이상)","029 안내ㆍ고객상담ㆍ통계ㆍ비서ㆍ사무보조 및 기타 사무원","채용계획인원","명","16882","14896","15321","12509","15408","18688","15340","18176",
"전국","전규모(1인이상)","029 안내ㆍ고객상담ㆍ통계ㆍ비서ㆍ사무보조 및 기타 사무원","부족률","%","3.2","2.8","2.9","2.2","2.7","3.2","2.6","2.3",
"전국","전규모(1인이상)","031 금융ㆍ보험 전문가","현원","명","55399","54222","55234","58412","63354","63525","63720","63905",
"전국","전규모(1인이상)","031 금융ㆍ보험 전문가","구인인원","명","2127","1590","1749","1496","2015","2023","1675","1942",
"전국","전규모(1인이상)","031 금융ㆍ보험 전문가","채용인원","명","2053","1475","1539","1379","1915","1795","1540","1845",
"전국","전규모(1인이상)","031 금융ㆍ보험 전문가","미충원인원","명","74","115","210","117","100","228","135","97",
"전국","전규모(1인이상)","031 금융ㆍ보험 전문가","부족인원","명","1390","898","894","650","615","898","652","741",
"전국","전규모(1인이상)","031 금융ㆍ보험 전문가","채용계획인원","명","1441","935","880","650","615","857","600","726",
"전국","전규모(1인이상)","031 금융ㆍ보험 전문가","부족률","%","2.4","1.6","1.6","1.1","1","1.4","1","1.1",
"전국","전규모(1인이상)","032 금융ㆍ보험 사무원","현원","명","272082","276510","277702","277459","280750","285935","292471","292213",
"전국","전규모(1인이상)","032 금융ㆍ보험 사무원","구인인원","명","7879","7209","8438","6077","7991","6690","7961","6786",
"전국","전규모(1인이상)","032 금융ㆍ보험 사무원","채용인원","명","7142","6793","7293","5457","7703","6345","7438","6303",
"전국","전규모(1인이상)","032 금융ㆍ보험 사무원","미충원인원","명","737","416","1145","620","288","345","523","483",
"전국","전규모(1인이상)","032 금융ㆍ보험 사무원","부족인원","명","4319","3467","4736","3587","4241","3646","3647","3542",
"전국","전규모(1인이상)","032 금융ㆍ보험 사무원","채용계획인원","명","4407","3795","4726","3770","4218","3505","3464","3576",
"전국","전규모(1인이상)","032 금융ㆍ보험 사무원","부족률","%","1.6","1.2","1.7","1.3","1.5","1.3","1.2","1.2",
"전국","전규모(1인이상)","033 금융ㆍ보험 영업원","현원","명","273684","273296","269552","273321","267386","270978","246672","250419",
"전국","전규모(1인이상)","033 금융ㆍ보험 영업원","구인인원","명","12235","11636","14261","8023","11344","11691","12866","14574",
"전국","전규모(1인이상)","033 금융ㆍ보험 영업원","채용인원","명","8328","8607","12033","7919","11209","11054","11237","13492",
"전국","전규모(1인이상)","033 금융ㆍ보험 영업원","미충원인원","명","3907","3029","2228","104","135","637","1629","1082",
"전국","전규모(1인이상)","033 금융ㆍ보험 영업원","부족인원","명","10130","8606","7826","3164","4306","4409","6670","4583",
"전국","전규모(1인이상)","033 금융ㆍ보험 영업원","채용계획인원","명","10211","8785","8082","3164","4244","3438","6321","4743",
"전국","전규모(1인이상)","033 금융ㆍ보험 영업원","부족률","%","3.6","3.1","2.8","1.1","1.6","1.6","2.6","1.8",
"전국","전규모(1인이상)","11 인문ㆍ사회과학 연구직","현원","명","21535","22900","23162","24924","21582","23659","21653","21995",
"전국","전규모(1인이상)","11 인문ㆍ사회과학 연구직","구인인원","명","1739","1691","2311","1867","1562","1938","1823","1520",
"전국","전규모(1인이상)","11 인문ㆍ사회과학 연구직","채용인원","명","1638","1523","1889","1772","1409","1774","1321","1359",
"전국","전규모(1인이상)","11 인문ㆍ사회과학 연구직","미충원인원","명","101","168","422","95","153","164","502","161",
"전국","전규모(1인이상)","11 인문ㆍ사회과학 연구직","부족인원","명","715","500","914","751","400","616","1722","762",
"전국","전규모(1인이상)","11 인문ㆍ사회과학 연구직","채용계획인원","명","816","626","902","780","428","654","1338","723",
"전국","전규모(1인이상)","11 인문ㆍ사회과학 연구직","부족률","%","3.2","2.1","3.8","2.9","1.8","2.5","7.4","3.3",
"전국","전규모(1인이상)","12 자연ㆍ생명과학 연구직","현원","명","53838","60086","59717","58915","69448","65904","65624","67842",
"전국","전규모(1인이상)","12 자연ㆍ생명과학 연구직","구인인원","명","4658","5259","5958","3804","4819","4264","4377","4544",
"전국","전규모(1인이상)","12 자연ㆍ생명과학 연구직","채용인원","명","4234","4566","5406","3311","4250","3771","4082","4111",
"전국","전규모(1인이상)","12 자연ㆍ생명과학 연구직","미충원인원","명","424","693","552","493","569","493","295","433",
"전국","전규모(1인이상)","12 자연ㆍ생명과학 연구직","부족인원","명","2063","1856","1684","1384","1661","1760","1585","1778",
"전국","전규모(1인이상)","12 자연ㆍ생명과학 연구직","채용계획인원","명","2079","1978","1785","1418","1645","1706","1517","1797",
"전국","전규모(1인이상)","12 자연ㆍ생명과학 연구직","부족률","%","3.7","3","2.7","2.3","2.3","2.6","2.4","2.6",
"전국","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","현원","명","462043","477009","491361","517285","526074","525197","524259","525611",
"전국","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","구인인원","명","34472","33525","32147","29885","28048","27133","26564","23077",
"전국","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","채용인원","명","25960","24821","24073","21954","22757","21108","21090","18461",
"전국","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","미충원인원","명","8512","8704","8074","7931","5291","6025","5474","4616",
"전국","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","부족인원","명","28237","24960","23380","24409","20956","19929","19103","15503",
"전국","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","채용계획인원","명","28349","24816","22946","23712","20678","19373","19261","15752",
"전국","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","부족률","%","5.8","5","4.5","4.5","3.8","3.7","3.5","2.9",
"전국","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","현원","명","410651","414030","424596","405600","427467","409438","421616","409105",
"전국","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","구인인원","명","24987","22160","24845","19035","23349","18245","19807","18092",
"전국","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","채용인원","명","22269","18770","22278","15824","21246","16552","18555","16269",
"전국","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","미충원인원","명","2718","3390","2567","3211","2103","1693","1252","1823",
"전국","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","부족인원","명","11113","11117","9527","9734","8889","8476","7419","6092",
"전국","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","채용계획인원","명","11207","10942","9236","9543","8205","8299","6894","6194",
"전국","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","부족률","%","2.6","2.6","2.2","2.3","2","2","1.7","1.5",
"전국","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","현원","명","723576","740425","757929","733155","734335","748643","765430","757279",
"전국","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","구인인원","명","37863","33982","38116","30622","30764","29195","29320","26024",
"전국","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","채용인원","명","30663","26838","30830","24325","25144","23696","24527","21286",
"전국","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","미충원인원","명","7200","7144","7286","6297","5620","5499","4793","4738",
"전국","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","부족인원","명","23084","23034","22913","20721","17350","17238","17110","15131",
"전국","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","채용계획인원","명","22607","23715","23078","20135","17236","17158","16122","15416",
"전국","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","부족률","%","3.1","3","2.9","2.7","2.3","2.3","2.2","2",
"전국","전규모(1인이상)","110 인문ㆍ사회과학 연구원","현원","명","21535","22900","23162","24924","21582","23659","21653","21995",
"전국","전규모(1인이상)","110 인문ㆍ사회과학 연구원","구인인원","명","1739","1691","2311","1867","1562","1938","1823","1520",
"전국","전규모(1인이상)","110 인문ㆍ사회과학 연구원","채용인원","명","1638","1523","1889","1772","1409","1774","1321","1359",
"전국","전규모(1인이상)","110 인문ㆍ사회과학 연구원","미충원인원","명","101","168","422","95","153","164","502","161",
"전국","전규모(1인이상)","110 인문ㆍ사회과학 연구원","부족인원","명","715","500","914","751","400","616","1722","762",
"전국","전규모(1인이상)","110 인문ㆍ사회과학 연구원","채용계획인원","명","816","626","902","780","428","654","1338","723",
"전국","전규모(1인이상)","110 인문ㆍ사회과학 연구원","부족률","%","3.2","2.1","3.8","2.9","1.8","2.5","7.4","3.3",
"전국","전규모(1인이상)","121 자연과학 연구원 및 시험원","현원","명","16991","20405","20240","14866","14537","14107","12872","13560",
"전국","전규모(1인이상)","121 자연과학 연구원 및 시험원","구인인원","명","1405","2111","3120","992","1167","884","1145","1408",
"전국","전규모(1인이상)","121 자연과학 연구원 및 시험원","채용인원","명","1364","1998","3049","946","1032","816","1069","1219",
"전국","전규모(1인이상)","121 자연과학 연구원 및 시험원","미충원인원","명","41","113","71","46","135","68","76","189",
"전국","전규모(1인이상)","121 자연과학 연구원 및 시험원","부족인원","명","318","383","278","251","516","356","337","231",
"전국","전규모(1인이상)","121 자연과학 연구원 및 시험원","채용계획인원","명","330","386","286","271","503","326","354","238",
"전국","전규모(1인이상)","121 자연과학 연구원 및 시험원","부족률","%","1.8","1.8","1.4","1.7","3.4","2.5","2.6","1.7",
"전국","전규모(1인이상)","122 생명과학 연구원 및 시험원","현원","명","36847","39681","39477","44049","54911","51797","52752","54281",
"전국","전규모(1인이상)","122 생명과학 연구원 및 시험원","구인인원","명","3253","3148","2838","2813","3653","3380","3233","3136",
"전국","전규모(1인이상)","122 생명과학 연구원 및 시험원","채용인원","명","2869","2567","2357","2365","3218","2955","3013","2892",
"전국","전규모(1인이상)","122 생명과학 연구원 및 시험원","미충원인원","명","384","581","481","448","435","425","220","244",
"전국","전규모(1인이상)","122 생명과학 연구원 및 시험원","부족인원","명","1745","1473","1406","1133","1145","1403","1248","1547",
"전국","전규모(1인이상)","122 생명과학 연구원 및 시험원","채용계획인원","명","1749","1591","1498","1147","1142","1380","1163","1560",
"전국","전규모(1인이상)","122 생명과학 연구원 및 시험원","부족률","%","4.5","3.6","3.4","2.5","2","2.6","2.3","2.8",
"전국","전규모(1인이상)","131 컴퓨터 하드웨어ㆍ통신공학 기술자","현원","명","29413","31246","31192","34512","38999","36663","33917","33350",
"전국","전규모(1인이상)","131 컴퓨터 하드웨어ㆍ통신공학 기술자","구인인원","명","1562","1607","1499","1324","1897","1612","1451","1089",
"전국","전규모(1인이상)","131 컴퓨터 하드웨어ㆍ통신공학 기술자","채용인원","명","1247","1149","1265","990","1560","1222","1168","918",
"전국","전규모(1인이상)","131 컴퓨터 하드웨어ㆍ통신공학 기술자","미충원인원","명","315","458","234","334","337","390","283","171",
"전국","전규모(1인이상)","131 컴퓨터 하드웨어ㆍ통신공학 기술자","부족인원","명","1008","1087","907","1041","1400","994","1129","530",
"전국","전규모(1인이상)","131 컴퓨터 하드웨어ㆍ통신공학 기술자","채용계획인원","명","1020","1106","864","989","1370","1009","1175","578",
