"한국표준직업분류 개정7차","성별","경력구분","항목","단위","2020 년","2021 년","2022 년","2023 년","2024 년","2025 년",
"금융 사무직(32)","남","5~10년미만","총근로시간","시간","179.1","177.5","163.5","172","156.3","153.9",
"금융 사무직(32)","남","5~10년미만","근로자수","명","17147","17770","18495","15635","16248","16749",
"금융 사무직(32)","남","10년이상","월임금총액","천원","7626","7820","8088","8881","8641","8412",
"금융 사무직(32)","남","10년이상","월급여액","천원","5448","5617","5717","6247","6246","6278",
"금융 사무직(32)","남","10년이상","전년도연간특별급여/12개월","천원","2178","2203","2371","2634","2395","2135",
"금융 사무직(32)","남","10년이상","전년도 연간특별급여","천원","26136","26436","28453","31610","28734","25618",
"금융 사무직(32)","남","10년이상","총근로시간","시간","178.1","178.3","162.2","169.5","153.8","153",
"금융 사무직(32)","남","10년이상","근로자수","명","55465","55805","58318","55352","56289","51380",
"금융 사무직(32)","여","전경력","월임금총액","천원","4930","5222","5442","5718","5914","6047",
"금융 사무직(32)","여","전경력","월급여액","천원","3779","3981","4090","4299","4562","4675",
"금융 사무직(32)","여","전경력","전년도연간특별급여/12개월","천원","1151","1241","1352","1420","1353","1372",
"금융 사무직(32)","여","전경력","전년도 연간특별급여","천원","13809","14894","16229","17034","16232","16464",
"금융 사무직(32)","여","전경력","총근로시간","시간","176.7","176.6","161.3","168.9","153.9","152",
"금융 사무직(32)","여","전경력","근로자수","명","116979","116268","125904","127448","126462","125993",
"금융 사무직(32)","여","1년미만","월임금총액","천원","2341","2547","2603","2827","3009","2887",
"금융 사무직(32)","여","1년미만","월급여액","천원","2313","2529","2575","2797","2972","2866",
"금융 사무직(32)","여","1년미만","전년도연간특별급여/12개월","천원","28","17","29","29","37","21",
"금융 사무직(32)","여","1년미만","전년도 연간특별급여","천원","334","206","342","352","445","256",
"금융 사무직(32)","여","1년미만","총근로시간","시간","175.3","175.3","160.7","168.1","153.2","149.2",
"금융 사무직(32)","여","1년미만","근로자수","명","5905","5463","5393","8164","7110","6133",
"금융 사무직(32)","여","1~3년미만","월임금총액","천원","3068","3226","3394","3576","3786","3672",
"금융 사무직(32)","여","1~3년미만","월급여액","천원","2601","2754","2839","3050","3224","3134",
"금융 사무직(32)","여","1~3년미만","전년도연간특별급여/12개월","천원","467","472","555","526","562","538",
"금융 사무직(32)","여","1~3년미만","전년도 연간특별급여","천원","5600","5660","6662","6312","6745","6457",
"금융 사무직(32)","여","1~3년미만","총근로시간","시간","176.9","173.6","160.2","168.6","153.8","152.4",
"금융 사무직(32)","여","1~3년미만","근로자수","명","14013","12821","12398","14969","14946","14237",
"금융 사무직(32)","여","3~5년미만","월임금총액","천원","3437","3607","3818","4131","4131","4212",
"금융 사무직(32)","여","3~5년미만","월급여액","천원","2727","2860","3045","3306","3459","3574",
"금융 사무직(32)","여","3~5년미만","전년도연간특별급여/12개월","천원","710","748","773","825","672","638",
"금융 사무직(32)","여","3~5년미만","전년도 연간특별급여","천원","8525","8972","9279","9894","8068","7650",
"금융 사무직(32)","여","3~5년미만","총근로시간","시간","176.3","176.6","161.5","169.5","155.1","153",
"금융 사무직(32)","여","3~5년미만","근로자수","명","10718","9617","11986","11706","9771","9897",
"금융 사무직(32)","여","5~10년미만","월임금총액","천원","4205","4125","4172","4726","4760","4853",
"금융 사무직(32)","여","5~10년미만","월급여액","천원","3199","3202","3241","3558","3823","4007",
"금융 사무직(32)","여","5~10년미만","전년도연간특별급여/12개월","천원","1006","923","930","1168","937","846",
"금융 사무직(32)","여","5~10년미만","전년도 연간특별급여","천원","12073","11076","11162","14013","11239","10155",
"금융 사무직(32)","여","5~10년미만","총근로시간","시간","179.5","174.7","160.6","169","151.8","150.7",
"금융 사무직(32)","여","5~10년미만","근로자수","명","25444","21712","21275","26325","22696","22986",
"금융 사무직(32)","여","10년이상","월임금총액","천원","6175","6416","6607","7232","7250","7404",
"금융 사무직(32)","여","10년이상","월급여액","천원","4620","4752","4815","5235","5379","5489",
"금융 사무직(32)","여","10년이상","전년도연간특별급여/12개월","천원","1555","1664","1793","1998","1871","1915",
"금융 사무직(32)","여","10년이상","전년도 연간특별급여","천원","18659","19972","21512","23971","22448","22982",
"금융 사무직(32)","여","10년이상","총근로시간","시간","175.6","178","161.6","168.9","154.5","152.5",
"금융 사무직(32)","여","10년이상","근로자수","명","60900","66656","74851","66285","71939","72740",
"금융 사무 종사자(320)","전체","전경력","월임금총액","천원","5554","5782","6006","6386","6453","6422",
"금융 사무 종사자(320)","전체","전경력","월급여액","천원","4165","4337","4440","4710","4893","4955",
"금융 사무 종사자(320)","전체","전경력","전년도연간특별급여/12개월","천원","1389","1446","1566","1675","1560","1466",
"금융 사무 종사자(320)","전체","전경력","전년도 연간특별급여","천원","16670","17347","18790","20103","18715","17597",
"금융 사무 종사자(320)","전체","전경력","총근로시간","시간","177.4","177","161.8","169.2","154.1","152.7",
"금융 사무 종사자(320)","전체","전경력","근로자수","명","213440","212577","223654","223532","222396","214645",
"금융 사무 종사자(320)","전체","1년미만","월임금총액","천원","2622","2724","2752","2981","3139","3175",
"금융 사무 종사자(320)","전체","1년미만","월급여액","천원","2546","2695","2715","2931","3109","3145",
"금융 사무 종사자(320)","전체","1년미만","전년도연간특별급여/12개월","천원","76","29","37","50","30","30",
"금융 사무 종사자(320)","전체","1년미만","전년도 연간특별급여","천원","908","344","438","599","361","361",
"금융 사무 종사자(320)","전체","1년미만","총근로시간","시간","176.1","174.2","160.6","167.9","152.4","151.5",
"금융 사무 종사자(320)","전체","1년미만","근로자수","명","10993","11211","10633","13502","12654","11308",
"금융 사무 종사자(320)","전체","1~3년미만","월임금총액","천원","3372","3578","3677","3918","4116","3900",
"금융 사무 종사자(320)","전체","1~3년미만","월급여액","천원","2832","3004","3056","3291","3444","3300",
"금융 사무 종사자(320)","전체","1~3년미만","전년도연간특별급여/12개월","천원","540","573","622","627","673","600",
"금융 사무 종사자(320)","전체","1~3년미만","전년도 연간특별급여","천원","6483","6880","7461","7525","8075","7205",
"금융 사무 종사자(320)","전체","1~3년미만","총근로시간","시간","177.2","174.5","160.8","168.3","154.2","153.5",
"금융 사무 종사자(320)","전체","1~3년미만","근로자수","명","24669","22730","21050","25692","26018","22686",
"금융 사무 종사자(320)","전체","3~5년미만","월임금총액","천원","3882","3974","4172","4563","4484","4458",
"금융 사무 종사자(320)","전체","3~5년미만","월급여액","천원","2998","3105","3256","3505","3648","3691",
"금융 사무 종사자(320)","전체","3~5년미만","전년도연간특별급여/12개월","천원","884","869","916","1058","836","767",
"금융 사무 종사자(320)","전체","3~5년미만","전년도 연간특별급여","천원","10607","10429","10988","12700","10027","9205",
"금융 사무 종사자(320)","전체","3~5년미만","총근로시간","시간","177.4","177","162.3","169.7","155.1","153.8",
"금융 사무 종사자(320)","전체","3~5년미만","근로자수","명","18822","16692","19032","20741","16552","16797",
"금융 사무 종사자(320)","전체","5~10년미만","월임금총액","천원","4728","4734","4800","5264","5294","5241",
"금융 사무 종사자(320)","전체","5~10년미만","월급여액","천원","3549","3580","3622","3893","4118","4262",
"금융 사무 종사자(320)","전체","5~10년미만","전년도연간특별급여/12개월","천원","1179","1154","1178","1371","1175","979",
"금융 사무 종사자(320)","전체","5~10년미만","전년도 연간특별급여","천원","14147","13846","14133","16450","14103","11752",
"금융 사무 종사자(320)","전체","5~10년미만","총근로시간","시간","179.3","176","162","170.1","153.7","152.1",
"금융 사무 종사자(320)","전체","5~10년미만","근로자수","명","42591","39482","39770","41960","38944","39735",
"금융 사무 종사자(320)","전체","10년이상","월임금총액","천원","6867","7056","7256","7983","7861","7822",
"금융 사무 종사자(320)","전체","10년이상","월급여액","천원","5015","5146","5210","5695","5760","5815",
"금융 사무 종사자(320)","전체","10년이상","전년도연간특별급여/12개월","천원","1852","1910","2046","2287","2101","2006",
"금융 사무 종사자(320)","전체","10년이상","전년도 연간특별급여","천원","22223","22917","24551","27447","25207","24073",
"금융 사무 종사자(320)","전체","10년이상","총근로시간","시간","176.8","178.1","161.9","169.2","154.2","152.7",
"금융 사무 종사자(320)","전체","10년이상","근로자수","명","116365","122461","133170","121637","128228","124120",
"금융 사무 종사자(320)","남","전경력","월임금총액","천원","6311","6458","6732","7271","7163","6954",
"금융 사무 종사자(320)","남","전경력","월급여액","천원","4633","4766","4891","5257","5331","5354",
"금융 사무 종사자(320)","남","전경력","전년도연간특별급여/12개월","천원","1678","1692","1841","2014","1832","1601",
"금융 사무 종사자(320)","남","전경력","전년도 연간특별급여","천원","20140","20307","22088","24173","21988","19207",
"금융 사무 종사자(320)","남","전경력","총근로시간","시간","178.2","177.5","162.4","169.6","154.3","153.6",
"금융 사무 종사자(320)","남","전경력","근로자수","명","96461","96308","97751","96085","95934","88652",
"금융 사무 종사자(320)","남","1년미만","월임금총액","천원","2948","2893","2904","3217","3307","3516",
"금융 사무 종사자(320)","남","1년미만","월급여액","천원","2817","2853","2860","3135","3285","3476",
"금융 사무 종사자(320)","남","1년미만","전년도연간특별급여/12개월","천원","131","40","45","81","21","40",
